"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"
4,081750698E1	3,641000092E-1	-1,501500010E-1	4,729999974E-2
4,083767034E1	2,927374840E-1	-5,555000156E-2	1,429999992E-2
4,085783349E1	1,544124931E-1	8,387500048E-2	2,612499986E-3
4,087799682E1	7,562499959E-3	2,212374955E-1	5,059999973E-2
4,089816020E1	-1,040875018E-1	2,796750069E-1	1,399749964E-1
4,091832335E1	-1,882375032E-1	2,679874897E-1	2,080374956E-1
4,093848665E1	-2,627624869E-1	2,232999951E-1	2,484624982E-1
4,095864980E1	-1,572999954E-1	2,275625020E-1	2,452999949E-1
4,097881309E1	2,337499987E-3	9,239999950E-2	2,261874974E-1
4,099897646E1	3,739999980E-2	-3,849999979E-2	1,516624987E-1
4,101913961E1	2,337499987E-3	7,644999772E-2	1,197625026E-1
4,103930303E1	1,718750037E-2	8,703749627E-2	1,676124930E-1
4,105946609E1	1,498750038E-2	-9,377499670E-2	2,219250053E-1
4,107962947E1	2,351249941E-2	-2,704625130E-1	2,186249942E-1
4,109979277E1	1,247124970E-1	-3,268375099E-1	1,739374995E-1
4,111995592E1	2,204124928E-1	-2,576749921E-1	7,507500052E-2
4,114011932E1	1,608749926E-1	-2,571249940E-2	-4,729999974E-2
4,116028263E1	1,828750037E-2	3,701499999E-1	-9,212499857E-2
4,118044579E1	-7,961250097E-2	5,032500029E-1	1,966249943E-2
4,120060910E1	-1,168750003E-1	2,839374840E-1	9,308750182E-2
4,122077223E1	-1,105500013E-1	-5,761250108E-2	6,655000150E-2
4,124093556E1	-8,607500046E-2	-1,161874980E-1	-3,244999796E-2
4,126109895E1	-4,564999789E-2	1,572999954E-1	-6,008749828E-2
4,128126209E1	1,072499994E-2	3,564000130E-1	1,649999991E-2
4,130142541E1	-7,012499869E-2	1,307625026E-1	9,624999762E-2
4,132158855E1	-2,232999951E-1	-1,597750038E-1	1,240250021E-1
4,134175186E1	-2,073500007E-1	-1,417624950E-1	1,388749927E-1
4,136191505E1	-1,159124970E-1	-6,723749638E-2	9,528750181E-2
4,138207843E1	-1,020250022E-1	-4,592499882E-2	-5,499999970E-4
4,140224183E1	-1,285624951E-1	-3,313750029E-2	-5,376249924E-2
4,142240515E1	-1,244374961E-1	-8,208750188E-2	-5,156249925E-2
4,144256830E1	-1,020250022E-1	-2,140875012E-1	-2,818750031E-2
4,146273169E1	-1,148125008E-1	-2,576749921E-1	-6,861250103E-2
4,148289500E1	-5,733750015E-2	-1,534499973E-1	-1,165999994E-1
4,150305815E1	4,592499882E-2	-7,150000334E-2	-1,739374995E-1
4,152322147E1	1,214125007E-1	-4,276249930E-2	-2,399374992E-1
4,154338462E1	8,951249719E-2	2,639999986E-2	-3,133625090E-1
4,156354793E1	-1,801249944E-2	1,137124971E-1	-3,081375062E-1
4,158371133E1	-3,822499886E-2	8,181250095E-2	-1,772374958E-1
4,160387447E1	2,461249940E-2	-1,023000032E-1	-3,135000169E-2
4,162403776E1	-1,044999994E-2	-2,257750034E-1	-5,912499968E-3
4,164420084E1	-1,318625063E-1	-1,449249983E-1	-3,781250119E-2
4,166436399E1	-1,478125006E-1	2,749999985E-2	1,759999990E-2
4,168452730E1	-1,903000027E-1	6,682500243E-2	7,933750004E-2
4,170469069E1	-2,138125002E-1	-2,681249939E-2	1,123374999E-1
4,172485384E1	-6,792499870E-2	-9,171249717E-2	1,080750003E-1
4,174501714E1	1,363999993E-1	-6,833750010E-2	1,966249943E-2
4,176518029E1	1,981374919E-1	7,287499961E-3	-5,802499875E-2
4,178534362E1	1,544124931E-1	1,083500013E-1	-4,523750022E-2
4,180550699E1	1,225124970E-1	1,583999991E-1	7,974999957E-3
4,182567011E1	4,166249931E-2	7,218749821E-2	4,097500071E-2
4,184583339E1	-3,024999984E-3	5,087499972E-3	7,177499682E-2
4,186599652E1	-1,581249945E-2	2,859999985E-2	7,933750004E-2
4,188615984E1	-2,543750033E-2	8,181250095E-2	7,823749632E-2
4,190632299E1	-6,366249919E-2	9,129999578E-2	9,528750181E-2
4,192648641E1	-1,201749966E-1	7,108750194E-2	1,101374999E-1
4,194664948E1	-1,062875018E-1	5,197500065E-2	9,624999762E-2
4,196681284E1	-5,307500064E-2	4,235000163E-2	4,729999974E-2
4,198697616E1	-3,918749839E-2	1,020250022E-1	5,499999970E-4
4,200713934E1	-7,287499961E-3	2,010249943E-1	6,874999963E-3
4,202730271E1	2,887500077E-2	1,339250058E-1	3,987500072E-2
4,204746586E1	9,913749993E-2	-4,056249931E-2	4,523750022E-2
4,206762917E1	1,161874980E-1	-7,892499864E-2	-3,355000168E-2
4,208779233E1	9,693749994E-2	7,961250097E-2	-9,528750181E-2
4,210795561E1	5,651250109E-2	2,307250053E-1	-7,397499681E-2
4,212811874E1	-1,581249945E-2	1,700875014E-1	-1,649999991E-3
4,214828212E1	-1,339250058E-1	-6,723749638E-2	1,539999992E-2
4,216844544E1	-2,019875050E-1	-9,487500042E-2	-4,812499974E-3
4,218860862E1	-1,797125041E-1	5,623750016E-2	-4,729999974E-2
4,220877193E1	-1,478125006E-1	1,583999991E-1	-9,844999760E-2
4,222893506E1	-1,691250056E-1	1,509750038E-1	-1,579875052E-1
4,224909843E1	-1,924999952E-1	1,413500011E-1	-1,612875015E-1
4,226926174E1	-6,159999967E-2	3,712499887E-2	-1,080750003E-1
4,228942487E1	1,746249944E-1	-1,054624990E-1	-6,228749827E-2
4,230958819E1	2,374625057E-1	-1,949750036E-1	-1,175625026E-1
4,232975135E1	2,343000025E-1	-1,352999955E-1	-1,665125042E-1
4,234991475E1	2,320999950E-1	2,859999985E-2	-1,516624987E-1
4,237007782E1	5,444999784E-2	7,438749820E-2	-1,218250021E-1
4,239024110E1	-1,467124969E-1	3,808749840E-2	-6,228749827E-2
4,241040424E1	-2,030874938E-1	-6,613750011E-2	-1,223750040E-2
4,243056758E1	-1,446499974E-1	-1,193500012E-1	-3,038750030E-2
4,245073093E1	-7,755000144E-2	-3,629999980E-2	-8,882500231E-2
4,247089401E1	-3,492499888E-2	9,239999950E-2	-9,198749810E-2
4,249105744E1	4,276249930E-2	9,349999949E-3	-4,207500070E-2
4,251122051E1	9,693749994E-2	-1,907124966E-1	-4,303750023E-2
4,253138364E1	3,203750029E-2	-6,503749639E-2	-9,308750182E-2
4,255154701E1	-1,691249944E-2	1,732500046E-1	-8,030000329E-2
4,257171012E1	4,399999976E-3	1,051874980E-1	-2,392499894E-2
4,259187351E1	7,892499864E-2	-1,363999993E-1	-2,502499893E-2
4,261203681E1	1,458874941E-1	-1,204499975E-1	-6,764999777E-2
4,263219997E1	1,694000065E-1	4,235000163E-2	-7,287500054E-2
4,265236329E1	5,761250108E-2	5,087500066E-2	-1,966249943E-2
4,267252646E1	-7,012499869E-2	-1,512499992E-2	1,759999990E-2
4,269268975E1	-1,137124971E-1	-1,402499992E-2	1,429999992E-2
4,271285287E1	-5,224999972E-3	4,661250114E-2	-7,974999957E-3
4,273301619E1	1,065625027E-1	-4,399999976E-3	-3,464999795E-2
4,275317934E1	1,406625062E-1	-3,203750029E-2	-6,008749828E-2
4,277334274E1	1,204499975E-1	5,843750015E-2	-5,692499876E-2
4,279350606E1	6,393750012E-2	1,009249985E-1	-9,074999951E-3
4,281366909E1	8,318749815E-2	4,138749838E-2	4,303750023E-2
4,283383223E1	1,002374962E-1	-7,150000334E-2	4,207500070E-2
4,285399554E1	1,416250020E-1	-1,097249985E-1	3,355000168E-2
4,287415872E1	1,384624988E-1	-6,723749638E-2	6,008749828E-2
4,289432210E1	4,166249931E-2	-4,702499881E-2	5,582499877E-2
4,291448542E1	-1,094499975E-1	-1,374999993E-4	4,413750023E-2
4,293464850E1	-1,786125004E-1	9,239999950E-2	4,949999973E-2
4,295481187E1	-2,158749998E-1	1,254000068E-1	6,751249731E-2
4,297497501E1	-1,606000066E-1	6,366249919E-2	8,676250279E-2
4,299513833E1	8,744999766E-2	-2,777500078E-2	1,027124971E-1
4,301530150E1	2,736249864E-1	-1,469874978E-1	8,030000329E-2
4,303546480E1	3,077250123E-1	-1,225124970E-1	1,759999990E-2
4,305562793E1	2,651000023E-1	-2,337499987E-3	-2,282499894E-2
4,307579124E1	1,288374960E-1	1,105500013E-1	-9,074999951E-3
4,309595442E1	-3,066249937E-2	9,459999949E-2	6,118749827E-2
4,311611773E1	-1,563374996E-1	1,044999994E-2	1,249874979E-1
4,313628088E1	-1,893374920E-1	-8,002500236E-2	1,112374961E-1
4,315644418E1	-1,572999954E-1	4,124999978E-3	2,818750031E-2
4,317660755E1	-1,754499972E-1	1,318625063E-1	2,818750031E-2
4,319677063E1	-1,722874939E-1	9,459999949E-2	7,287500054E-2
4,321693380E1	-1,350249946E-1	-1,501500010E-1	7,177499682E-2
4,323709712E1	-6,792499870E-2	-1,683000028E-1	-2,296249941E-2
4,325726028E1	2,461249940E-2	6,256250292E-2	-5,486249924E-2
4,327742356E1	1,076624990E-1	5,733750015E-2	-4,839999974E-2
4,329758670E1	9,803749621E-2	-1,310375035E-1	-5,059999973E-2
4,331774980E1	6,929999590E-2	-1,577125043E-1	-6,861250103E-2
4,333791319E1	6,297499686E-2	-2,461249940E-2	-6,544999778E-2
4,335807650E1	8,662499487E-3	7,644999772E-2	-7,507500052E-2
4,337823965E1	-1,244374961E-1	5,939999968E-2	-4,633750021E-2
4,339840302E1	-8,387500048E-2	5,224999972E-3	1,429999992E-2
4,341856608E1	3,203750029E-2	-8,002500236E-2	2,392499894E-2
4,343872915E1	8,841250092E-2	-9,597499669E-2	-1,223750040E-2
4,345889253E1	3,423750028E-2	-1,237499993E-3	-1,223750040E-2
4,347905585E1	2,997500077E-2	2,213750035E-2	1,429999992E-2
4,349921894E1	6,723749638E-2	-5,871250108E-2	-4,812499974E-3
4,351938232E1	7,466249913E-2	-4,166249931E-2	-4,207500070E-2
4,353954542E1	3,203750029E-2	6,902500242E-2	-2,502499893E-2
4,355970857E1	-1,924999990E-3	1,445125043E-1	2,708750032E-2
4,357987187E1	7,356250286E-2	6,366249919E-2	5,266249925E-2
4,360003501E1	1,193500012E-1	-9,693749994E-2	2,708750032E-2
4,362019833E1	1,256749928E-1	-7,466249913E-2	4,812499974E-3
4,364036149E1	1,150875017E-1	1,200374961E-1	2,612499986E-3
4,366052482E1	-4,771250114E-2	1,498750001E-1	5,266249925E-2
4,368068795E1	-2,169750035E-1	2,969999984E-2	1,357125044E-1
4,370085124E1	-2,468124926E-1	-3,849999979E-2	1,527625024E-1
4,372101435E1	-1,541374922E-1	2,969999984E-2	1,090374961E-1
4,374117774E1	4,276249930E-2	7,961250097E-2	3,561250120E-2
4,376134082E1	2,565749884E-1	2,543750033E-2	-1,333750039E-2
4,378150398E1	2,682625055E-1	-1,237499993E-3	-4,097500071E-2
4,380166737E1	1,416250020E-1	6,366249919E-2	1,223750040E-2
4,382183046E1	2,034999989E-2	9,033749998E-2	1,143999994E-1
4,384199384E1	5,651250109E-2	-5,555000156E-2	1,815000027E-1
4,386215713E1	1,501500010E-1	-2,161500007E-1	1,218250021E-1
4,388232029E1	1,310375035E-1	-1,193500012E-1	1,333750039E-2
4,390248358E1	-1,148125008E-1	9,459999949E-2	-2,708750032E-2
4,392264675E1	-4,116750062E-1	3,860999942E-1	6,228749827E-2
4,394281005E1	-4,882625043E-1	3,829374909E-1	1,963499933E-1
4,396297318E1	-2,776125073E-1	3,808749840E-2	2,017125040E-1
4,398313648E1	1,065625027E-1	-2,204124928E-1	6,008749828E-2
4,400329965E1	3,843125105E-1	-1,896124929E-1	-4,207500070E-2
4,402346295E1	4,098874927E-1	5,224999972E-3	-9,102500230E-2
4,404362610E1	2,502500117E-1	1,233374998E-1	-7,507500052E-2
4,406378917E1	6,077500060E-2	6,476250291E-2	-9,074999951E-3
4,408395223E1	-2,117500082E-2	-3,946249932E-2	1,539999992E-2
4,410411557E1	3,299999982E-3	-3,533750027E-2	1,333750039E-2
4,412427894E1	3,629999980E-2	4,771250114E-2	-7,974999957E-3
4,414444202E1	-1,581249945E-2	2,639999986E-2	-1,966249943E-2
4,416460515E1	-1,222374961E-1	-1,292499993E-2	-1,333750039E-2
4,418476846E1	-2,095499933E-1	5,623750016E-2	1,113750041E-2
4,420493160E1	-2,978250086E-1	1,860374957E-1	6,008749828E-2
4,422509469E1	-2,659249902E-1	7,535000145E-2	1,058750004E-1
4,424525800E1	-1,328250021E-1	-1,065625027E-1	9,941250086E-2
4,426542117E1	-1,154999994E-2	-5,018749833E-2	1,113750041E-2
4,428558444E1	8,951249719E-2	1,051874980E-1	-3,244999796E-2
4,430574782E1	1,256749928E-1	2,859999985E-2	-2,076249942E-2
4,432591094E1	6,297499686E-2	-9,487500042E-2	-1,223750040E-2
4,434607409E1	-6,049999967E-2	-7,150000334E-2	-2,076249942E-2
4,436623740E1	-1,190750003E-1	3,808749840E-2	1,113750041E-2
4,438640057E1	-3,822499886E-2	6,270000339E-2	3,712499980E-3
4,440656386E1	8,662499487E-3	-6,077500060E-2	-5,376249924E-2
4,442672702E1	1,402499992E-2	-8,208750188E-2	-7,081250101E-2
4,444689033E1	-2,433750033E-2	5,087500066E-2	-5,802499875E-2
4,446705341E1	-1,009249985E-1	9,666249901E-2	-4,097500071E-2
4,448721658E1	-1,860374957E-1	2,543750033E-2	-1,649999991E-2
4,450737992E1	-1,956624985E-1	3,024999984E-3	-2,186249942E-2
4,452754300E1	-5,197500065E-2	5,087500066E-2	-2,296249941E-2
4,454770641E1	1,150875017E-1	1,044999994E-2	-1,223750040E-2
4,456786955E1	1,458874941E-1	-3,629999980E-2	1,223750040E-2
4,458803262E1	5,224999785E-2	-7,892499864E-2	4,303750023E-2
4,460819594E1	5,018749833E-2	-7,672499865E-2	2,928750031E-2
4,462835908E1	6,723749638E-2	-1,086249948E-2	-4,949999973E-2
4,464852246E1	8,635000139E-2	1,190750003E-1	-1,006499976E-1
4,466868555E1	7,562499959E-3	1,606000066E-1	-9,102500230E-2
4,468884883E1	-1,083500013E-1	5,733750015E-2	-4,317500070E-2
4,470901190E1	-2,190375030E-1	-2,571249940E-2	-6,874999963E-3
4,472917505E1	-1,489125043E-1	-3,629999980E-2	-3,244999796E-2
4,474933844E1	-1,044999994E-2	7,287499961E-3	-1,368124932E-1
4,476950154E1	9,267500043E-2	1,424500048E-1	-2,091374993E-1
4,478966462E1	1,182499975E-1	1,967625022E-1	-1,453374922E-1
4,480982800E1	1,842499971E-1	4,028749838E-2	-3,038750030E-2
4,482999110E1	1,981374919E-1	-2,343000025E-1	4,207500070E-2
4,485015448E1	1,970375031E-1	-3,917374909E-1	6,228749827E-2
4,487031755E1	2,597374916E-1	-2,556124926E-1	3,987500072E-2
4,489048085E1	1,757249981E-1	-3,946249932E-2	-4,207500070E-2
4,491064391E1	-7,218749821E-2	1,200374961E-1	-9,955000132E-2
4,493080704E1	-2,679874897E-1	3,052499890E-1	-1,759999990E-2
4,495097040E1	-4,148375094E-1	4,329875112E-1	8,772499859E-2
4,497113370E1	-4,181374907E-1	2,520374954E-1	1,633500010E-1
4,499129679E1	-2,021249980E-1	-1,150875017E-1	1,431374997E-1
4,501145994E1	4,908749834E-2	-1,384624988E-1	2,392499894E-2
4,503162328E1	2,470874935E-1	9,666249901E-2	-4,839999974E-2
4,505178637E1	3,194124997E-1	1,200374961E-1	-2,296249941E-2
4,507194954E1	2,044624984E-1	-6,599999964E-3	1,649999991E-2
4,509211286E1	8,524999768E-2	-1,044999957E-1	3,561250120E-2
4,511227601E1	-8,387500420E-3	-5,444999784E-2	4,619999975E-2
4,513243933E1	-1,116499975E-1	8,071249723E-2	3,451250121E-2
4,515260248E1	-1,808124930E-1	9,459999949E-2	6,861250103E-2
4,517276556E1	-2,275625020E-1	5,417500064E-2	8,030000329E-2
4,519292887E1	-2,595999837E-1	2,543750033E-2	6,861250103E-2
4,521309202E1	-1,094499975E-1	4,124999978E-3	4,193750024E-2
4,523325510E1	1,469874978E-1	-9,597499669E-2	3,024999984E-2
4,525341848E1	2,118874937E-1	-1,916749924E-1	-1,966249943E-2
4,527358178E1	2,289374918E-1	-1,896124929E-1	-3,891250119E-2
4,529374482E1	2,076250017E-1	-1,299374998E-1	-2,186249942E-2
4,531390795E1	-1,581249945E-2	-1,065625027E-1	-1,113750041E-2
4,533407127E1	-3,319250047E-1	-7,892499864E-2	-2,749999985E-3
4,535423435E1	-4,819374979E-1	3,176249936E-2	-1,759999990E-2
4,537439774E1	-4,713499844E-1	1,403875053E-1	-9,638749808E-2
4,539456082E1	-2,627624869E-1	1,116499975E-1	-1,260875016E-1
4,541472388E1	-2,062499989E-3	-7,562499959E-3	-7,823749632E-2
4,543488729E1	1,683000028E-1	-6,077500060E-2	-3,244999796E-2
4,545505038E1	2,065249979E-1	-5,651250109E-2	-5,596249923E-2
4,547521377E1	2,480500042E-1	-1,662375033E-1	-6,971249729E-2
4,549537687E1	2,395250052E-1	-1,810874939E-1	-9,844999760E-2
4,551553995E1	8,524999768E-2	-5,499999970E-3	-1,218250021E-1
4,553570309E1	-4,675000161E-2	8,813749999E-2	-6,655000150E-2
4,555586640E1	5,499999970E-3	3,286249936E-2	-3,148749843E-2
4,557602954E1	6,929999590E-2	-1,256749928E-1	-8,566249907E-2
4,559619264E1	5,871250108E-2	-1,130250022E-1	-1,038125008E-1
4,561635592E1	2,571249940E-2	-3,423750028E-2	-3,781250119E-2
4,563651906E1	-2,749999985E-2	-4,482499883E-2	-1,333750039E-2
4,565668234E1	-1,307625026E-1	-8,318749815E-2	-3,781250119E-2
4,567684548E1	-1,478125006E-1	-4,276249930E-2	-2,296249941E-2
4,569700855E1	-6,187499966E-3	-2,681249939E-2	-2,818750031E-2
4,571717187E1	1,725624949E-1	-8,002500236E-2	-9,308750182E-2
4,573733495E1	2,459875047E-1	-7,576250285E-2	-1,379124969E-1
4,575749809E1	2,853125036E-1	-5,444999784E-2	-1,197625026E-1
4,577766142E1	2,673000097E-1	-5,651250109E-2	-7,507500052E-2
4,579782458E1	1,831499934E-1	-7,782500237E-2	-4,207500070E-2
4,581798767E1	3,739999980E-2	-5,871250108E-2	-2,186249942E-2
4,583815097E1	-1,148125008E-1	-3,299999982E-3	1,429999992E-2
4,585831412E1	-8,717499673E-2	7,644999772E-2	5,692499876E-2
4,587847721E1	-4,124999978E-3	5,733750015E-2	1,079374999E-1
4,589864060E1	6,393750012E-2	9,624999948E-4	1,399749964E-1
4,591880359E1	1,119249985E-1	-2,887500077E-2	1,463000029E-1
4,593896674E1	1,395625025E-1	-3,313750029E-2	1,335124969E-1
4,595913007E1	1,373624951E-1	7,012499869E-2	9,624999762E-2
4,597929320E1	1,363999993E-1	2,659249902E-1	9,102500230E-2
4,599945648E1	8,098749816E-2	1,871374995E-1	1,186624989E-1
4,601961957E1	2,351249941E-2	-1,237499993E-3	1,633500010E-1
4,603978273E1	-7,438749820E-2	-9,061250091E-2	1,526249945E-1
4,605994602E1	-1,296624988E-1	8,387500420E-3	1,016125008E-1
4,608010916E1	-1,446499974E-1	9,459999949E-2	5,376249924E-2
4,610027224E1	-1,179749966E-1	1,913999915E-1	3,135000169E-2
4,612043552E1	-1,581249945E-2	2,255000025E-1	7,493750006E-2
4,614059869E1	1,629374921E-1	7,218749821E-2	1,292500049E-1
4,616076179E1	2,343000025E-1	-2,109249979E-1	9,844999760E-2
4,618092512E1	1,736624986E-1	-2,491499931E-1	3,781250119E-2
4,620108820E1	4,798749834E-2	-3,299999982E-3	9,074999951E-3
4,622125136E1	-1,116499975E-1	2,084500045E-1	4,303750023E-2
4,624141468E1	-2,435124964E-1	1,031249985E-1	1,143999994E-1
4,626157776E1	-3,117125034E-1	-4,798749834E-2	1,590874940E-1
4,628174092E1	-1,808124930E-1	-2,351249941E-2	1,196250021E-1
4,630190423E1	3,423750028E-2	3,918749839E-2	2,598750032E-2
4,632206739E1	9,487500042E-2	4,564999789E-2	-5,692499876E-2
4,634223070E1	-3,602499887E-2	1,318625063E-1	-5,692499876E-2
4,636239383E1	-1,743499935E-1	1,711875051E-1	4,619999975E-2
4,638255690E1	-2,318249941E-1	5,513750017E-2	1,335124969E-1
4,640272021E1	-2,755500078E-1	-1,416250020E-1	1,005124971E-1
4,642288335E1	-2,722499967E-1	-6,819999963E-2	-3,891250119E-2
4,644304643E1	-1,168750003E-1	2,382874936E-1	-1,069749966E-1
4,646320975E1	-6,476250291E-2	3,137750030E-1	-9,638749808E-2
4,648337291E1	1,182499994E-2	1,711875051E-1	9,074999951E-3
4,650353600E1	1,150875017E-1	-9,913749993E-2	7,287500054E-2
4,652369928E1	1,150875017E-1	-3,524124920E-1	3,135000169E-2
4,654386239E1	8,951249719E-2	-2,864125073E-1	-4,633750021E-2
4,656402545E1	2,034999989E-2	-1,498750038E-2	-9,638749808E-2
4,658418858E1	-6,270000339E-2	2,062499970E-1	-5,596249923E-2
4,660435166E1	-1,083500013E-1	1,413500011E-1	-1,113750041E-2
4,662451498E1	-1,159124970E-1	-5,335000157E-2	-2,612499893E-2
4,664467806E1	-4,138749838E-2	-8,318749815E-2	-1,197625026E-1
4,666484120E1	4,166249931E-2	5,307500064E-2	-1,952500045E-1
4,668500450E1	1,608750038E-2	1,339250058E-1	-1,803999990E-1
4,670516760E1	-1,159124970E-1	9,129999578E-2	-1,069749966E-1
4,672533074E1	-1,595000029E-1	-4,372499883E-2	-5,596249923E-2
4,674549382E1	-1,897500083E-2	-1,703625023E-1	-5,169999972E-2
4,676565714E1	1,321374923E-1	-2,118874937E-1	-1,260875016E-1
4,678582026E1	8,841250092E-2	-4,372499883E-2	-1,952500045E-1
4,680598335E1	5,967500061E-2	2,425500005E-1	-1,931875050E-1
4,682614666E1	8,524999768E-2	1,606000066E-1	-9,418749809E-2
4,684630976E1	8,951249719E-2	-8,855000138E-2	-4,949999973E-2
4,686647291E1	7,988750190E-2	-1,002374962E-1	-1,649999991E-2
4,688663621E1	1,671999991E-1	-1,237499993E-3	2,502499893E-2
4,690679930E1	2,183499932E-1	-1,363999993E-1	6,008749828E-2
4,692696247E1	2,406249940E-1	-2,619374990E-1	-5,499999970E-4
4,694712579E1	1,023000032E-1	-1,534499973E-1	-7,823749632E-2
4,696728889E1	-1,446499974E-1	1,743499935E-1	-5,486249924E-2
4,698745205E1	-3,148750067E-1	4,340874851E-1	5,898749828E-2
4,700761514E1	-3,063499928E-1	2,957625091E-1	1,121999994E-1
4,702777841E1	-1,020250022E-1	5,224999972E-3	5,376249924E-2
4,704794151E1	7,466249913E-2	-1,853500009E-1	-5,266249925E-2
4,706810457E1	1,438249946E-1	-1,119249985E-1	-8,139999956E-2
4,708826799E1	8,524999768E-2	4,991250113E-2	-4,207500070E-2
4,710843106E1	2,777500078E-2	6,476250291E-2	7,397499681E-2
4,712859415E1	9,913749993E-2	-1,225124970E-1	1,431374997E-1
4,714875750E1	1,193500012E-1	-3,268375099E-1	8,139999956E-2
4,716892058E1	1,788875014E-1	-2,055625021E-1	-1,759999990E-2
4,718908365E1	2,033624947E-1	1,040875018E-1	-8,786249906E-2
4,720924680E1	1,757249981E-1	2,127124965E-1	-4,523750022E-2
4,722940987E1	-2,062499989E-3	5,417500064E-2	3,451250121E-2
4,724957315E1	-1,520749927E-1	-5,018749833E-2	9,308750182E-2
4,726973620E1	-1,733874977E-1	8,923749626E-2	3,451250121E-2
4,728989935E1	-9,350000322E-2	2,776125073E-1	5,774999969E-3
4,731006242E1	5,115000159E-2	2,605625093E-1	5,802499875E-2
4,733022574E1	6,929999590E-2	5,513750017E-2	1,451999992E-1
4,735038880E1	3,299999982E-3	-1,768250018E-1	1,685750037E-1
4,737055194E1	-5,197500065E-2	-2,109249979E-1	1,175625026E-1
4,739071528E1	-1,179749966E-1	-1,608750038E-2	3,024999984E-2
4,741087836E1	-1,190750003E-1	2,488749921E-1	-3,712499980E-3
4,743104150E1	-9,996250272E-2	2,212374955E-1	-3,712499980E-3
4,745120459E1	-5,101250112E-2	4,991250113E-2	-1,333750039E-2
4,747136789E1	1,033999994E-1	-1,718750037E-2	-4,633750021E-2
4,749153097E1	1,831499934E-1	-6,819999963E-2	-5,169999972E-2
4,751169410E1	2,512125075E-1	-1,299374998E-1	-2,612499893E-2
4,753185719E1	2,480500042E-1	-8,951249719E-2	-1,223750040E-2
4,755202049E1	4,166249931E-2	7,287499961E-3	-5,912499875E-2
4,757218356E1	-2,457125038E-1	1,233374998E-1	-6,228749827E-2
4,759234668E1	-4,639250040E-1	1,786125004E-1	-4,812499974E-3
4,761250998E1	-5,979874730E-1	2,861374915E-1	5,156249925E-2
4,763267305E1	-4,192374945E-1	2,574000061E-1	5,582499877E-2
4,765283621E1	-1,897500083E-2	-2,337499987E-3	-1,649999991E-2
4,767299953E1	1,660999954E-1	-1,597750038E-1	-1,240250021E-1
4,769316261E1	2,257750034E-1	1,222374961E-1	-9,735000134E-2
4,771332570E1	2,320999950E-1	1,233374998E-1	-1,553750038E-2
4,773348877E1	2,193125039E-1	-2,725250125E-1	6,008749828E-2
4,775365192E1	2,969999909E-1	-5,205749869E-1	3,877500072E-2
4,777381523E1	2,406249940E-1	-3,726249933E-1	-7,713750005E-2
4,779397837E1	-1,801249944E-2	-1,237499993E-3	-1,612875015E-1
4,781414137E1	-1,871374995E-1	3,425124884E-1	-8,043749630E-2
4,783430452E1	-3,297249973E-1	3,564000130E-1	1,539999992E-2
4,785446783E1	-4,628250003E-1	1,361249983E-1	2,598750032E-2
4,787463100E1	-5,553625226E-1	-4,276249930E-2	-6,971249729E-2
4,789479400E1	-4,808374941E-1	1,828749925E-1	-2,250874937E-1
4,791495713E1	-1,616999954E-1	3,755125105E-1	-2,612499893E-1
4,793512044E1	2,651000023E-1	2,307250053E-1	-1,931875050E-1
4,795528350E1	4,620000124E-1	-8,524999768E-2	-1,442375034E-1
4,797544689E1	3,991625011E-1	-3,183124959E-1	-1,538625062E-1
4,799560974E1	3,299999833E-1	-2,715624869E-1	-1,431374997E-1
4,801577305E1	2,161500007E-1	-4,372499883E-2	-1,388749927E-1
4,803593615E1	-6,902500242E-2	2,213750035E-2	-9,322500229E-2
4,805609923E1	-2,861374915E-1	-9,762499481E-3	-3,464999795E-2
4,807626237E1	-2,510749996E-1	2,639999986E-2	-3,148749843E-2
4,809642547E1	-7,122500241E-2	1,471249945E-2	-7,823749632E-2
4,811658877E1	1,182499975E-1	-3,519999981E-2	-1,134374961E-1
4,813675193E1	2,725250125E-1	-4,276249930E-2	-8,786249906E-2
4,815691501E1	3,917374909E-1	-6,599999964E-3	-1,134374961E-1
4,817707834E1	3,959999979E-1	-4,908749834E-2	-1,399749964E-1
4,819724142E1	2,864125073E-1	-2,144999988E-2	-1,473999918E-1
4,821740450E1	3,093750030E-2	1,116499975E-1	-7,507500052E-2
4,823756765E1	-1,786125004E-1	1,765500009E-1	8,346249908E-2
4,825773074E1	-2,190375030E-1	5,623750016E-2	1,494625062E-1
4,827789407E1	-1,733874977E-1	-5,444999784E-2	1,079374999E-1
4,829805721E1	-5,101250112E-2	-2,461249940E-2	6,874999963E-3
4,831822030E1	1,299374998E-1	1,051874980E-1	-2,928750031E-2
4,833838339E1	2,246749997E-1	1,381874979E-1	2,076249942E-2
4,835854647E1	2,576749921E-1	6,159999967E-2	6,435000151E-2
4,837870978E1	2,044624984E-1	-1,171500012E-1	3,767500073E-2
4,839887294E1	1,694000065E-1	-9,803749621E-2	-2,076249942E-2
4,841903594E1	9,377499670E-2	7,961250097E-2	-5,802499875E-2
4,843919910E1	-6,366249919E-2	1,148125008E-1	6,874999963E-3
4,845936240E1	-1,489125043E-1	7,218749821E-2	1,036750004E-1
4,847952549E1	-1,765500009E-1	-5,761250108E-2	1,473999918E-1
4,849968855E1	-8,291249722E-2	-2,204124928E-1	6,544999778E-2
