"Time (s)"	"Magnetic field x (µT)"	"Magnetic field y (µT)"	"Magnetic field z (µT)"
2,106398719E1	-2,730000114E1	-2,394375038E1	-4,098750305E1
2,108400914E1	-2,724375153E1	-2,370000076E1	-4,128750229E1
2,110401404E1	-2,718750191E1	-2,388750076E1	-4,140000153E1
2,112401896E1	-2,700000191E1	-2,411250114E1	-4,145625305E1
2,114401450E1	-2,688750076E1	-2,430000114E1	-4,140000153E1
2,116400373E1	-2,694375038E1	-2,460000038E1	-4,098750305E1
2,118400086E1	-2,694375038E1	-2,478750038E1	-4,085625076E1
2,120399044E1	-2,681250191E1	-2,478750038E1	-4,080000305E1
2,122397718E1	-2,688750076E1	-2,514375114E1	-4,085625076E1
2,124397421E1	-2,664375114E1	-2,544375038E1	-4,085625076E1
2,126396868E1	-2,688750076E1	-2,574375153E1	-4,080000305E1
2,128395931E1	-2,700000191E1	-2,580000114E1	-4,085625076E1
2,130395854E1	-2,694375038E1	-2,580000114E1	-4,128750229E1
2,132395305E1	-2,700000191E1	-2,604375076E1	-4,170000076E1
2,134394613E1	-2,688750076E1	-2,598750114E1	-4,205625153E1
2,136394804E1	-2,670000076E1	-2,574375153E1	-4,230000305E1
2,138394726E1	-2,651250076E1	-2,514375114E1	-4,230000305E1
2,140394154E1	-2,670000076E1	-2,424375153E1	-4,230000305E1
2,142394502E1	-2,658750153E1	-2,310000038E1	-4,235625076E1
2,144394517E1	-2,651250076E1	-2,201250076E1	-4,205625153E1
2,146395225E1	-2,658750153E1	-2,111250114E1	-4,175625229E1
2,148395278E1	-2,664375114E1	-1,998750114E1	-4,140000153E1
2,150394900E1	-2,688750076E1	-1,938750076E1	-4,128750229E1
2,152395304E1	-2,741250038E1	-1,914375114E1	-4,121250153E1
2,154395232E1	-2,741250038E1	-1,914375114E1	-4,151250076E1
2,156394820E1	-2,711250114E1	-1,974375153E1	-4,175625229E1
2,158395304E1	-2,700000191E1	-2,064375114E1	-4,205625153E1
2,160395149E1	-2,628750038E1	-2,208750153E1	-4,278750229E1
2,162395787E1	-2,561250114E1	-2,310000038E1	-4,320000076E1
2,164396012E1	-2,514375114E1	-2,424375153E1	-4,355625153E1
2,166395745E1	-2,501250076E1	-2,538750076E1	-4,320000076E1
2,168396151E1	-2,484375191E1	-2,598750114E1	-4,301250076E1
2,170396012E1	-2,484375191E1	-2,658750153E1	-4,265625000E1
2,172395379E1	-2,544375038E1	-2,651250076E1	-4,235625076E1
2,174395685E1	-2,561250114E1	-2,621250153E1	-4,200000000E1
2,176395557E1	-2,634375191E1	-2,531250191E1	-4,151250076E1
2,178395026E1	-2,724375153E1	-2,460000038E1	-4,128750229E1
2,180395427E1	-2,754375076E1	-2,400000000E1	-4,140000153E1
2,182395188E1	-2,748750114E1	-2,351250076E1	-4,181250000E1
2,184394631E1	-2,711250114E1	-2,351250076E1	-4,205625153E1
2,186395153E1	-2,688750076E1	-2,351250076E1	-4,205625153E1
2,188395146E1	-2,628750038E1	-2,388750076E1	-4,235625076E1
2,190395735E1	-2,591250038E1	-2,441250038E1	-4,278750229E1
2,192395793E1	-2,538750076E1	-2,508750153E1	-4,320000076E1
2,194395412E1	-2,448750114E1	-2,591250038E1	-4,320000076E1
2,196395754E1	-2,418750191E1	-2,658750153E1	-4,325625229E1
2,198395574E1	-2,411250114E1	-2,711250114E1	-4,338750076E1
2,200395073E1	-2,400000000E1	-2,741250038E1	-4,350000000E1
2,202395574E1	-2,400000000E1	-2,754375076E1	-4,361250305E1
2,204395436E1	-2,381250000E1	-2,760000038E1	-4,368750000E1
2,206371411E1	-2,394375038E1	-2,748750114E1	-4,361250305E1
2,208378457E1	-2,400000000E1	-2,754375076E1	-4,350000000E1
2,210390793E1	-2,411250114E1	-2,771250153E1	-4,350000000E1
2,212374233E1	-2,394375038E1	-2,790000153E1	-4,331250000E1
2,214357758E1	-2,358750153E1	-2,801250076E1	-4,320000076E1
2,216350706E1	-2,370000076E1	-2,820000076E1	-4,301250076E1
2,218352499E1	-2,358750153E1	-2,814375114E1	-4,301250076E1
2,220360991E1	-2,370000076E1	-2,820000076E1	-4,271250153E1
2,222372267E1	-2,364375114E1	-2,844375038E1	-4,248750305E1
2,224381974E1	-2,388750076E1	-2,850000191E1	-4,241250229E1
2,226388841E1	-2,388750076E1	-2,831250191E1	-4,241250229E1
2,228393240E1	-2,400000000E1	-2,808750153E1	-4,248750305E1
2,230396775E1	-2,454375076E1	-2,790000153E1	-4,248750305E1
2,232398588E1	-2,471250153E1	-2,760000038E1	-4,241250229E1
2,234398938E1	-2,484375191E1	-2,778750038E1	-4,241250229E1
2,236399536E1	-2,508750153E1	-2,801250076E1	-4,248750305E1
2,238399380E1	-2,520000076E1	-2,801250076E1	-4,248750305E1
2,240399483E1	-2,501250076E1	-2,814375114E1	-4,241250229E1
2,242398926E1	-2,531250191E1	-2,850000191E1	-4,235625076E1
2,244397944E1	-2,550000191E1	-2,874375153E1	-4,241250229E1
2,246397715E1	-2,531250191E1	-2,898750114E1	-4,248750305E1
2,248397055E1	-2,520000076E1	-2,934375191E1	-4,265625000E1
2,250396152E1	-2,508750153E1	-2,970000076E1	-4,271250153E1
2,252396132E1	-2,484375191E1	-2,988750076E1	-4,260000229E1
2,254395671E1	-2,478750038E1	-3,024375153E1	-4,230000305E1
2,256395031E1	-2,520000076E1	-3,071250153E1	-4,205625153E1
2,258395252E1	-2,520000076E1	-3,101250076E1	-4,188750076E1
2,260395049E1	-2,508750153E1	-3,120000076E1	-4,140000153E1
2,262395591E1	-2,508750153E1	-3,161250114E1	-4,098750305E1
2,264372197E1	-2,484375191E1	-3,174375153E1	-4,068750000E1
2,266377254E1	-2,514375114E1	-3,180000114E1	-4,020000076E1
2,268382509E1	-2,544375038E1	-3,180000114E1	-4,020000076E1
2,270386523E1	-2,561250114E1	-3,161250114E1	-4,020000076E1
2,272389419E1	-2,550000191E1	-3,120000076E1	-4,031250000E1
2,274392438E1	-2,550000191E1	-3,108750153E1	-4,025625229E1
2,276394201E1	-2,550000191E1	-3,101250076E1	-4,038750076E1
2,278395123E1	-2,550000191E1	-3,084375191E1	-4,061250305E1
2,280396190E1	-2,550000191E1	-3,078750038E1	-4,050000000E1
2,282396481E1	-2,550000191E1	-3,054375076E1	-4,080000305E1
2,284396079E1	-2,561250114E1	-3,048750114E1	-4,068750000E1
2,286396391E1	-2,574375153E1	-3,090000153E1	-4,061250305E1
2,288396107E1	-2,580000114E1	-3,138750076E1	-4,038750076E1
2,290396714E1	-2,580000114E1	-3,174375153E1	-4,008750153E1
2,292396510E1	-2,574375153E1	-3,221250153E1	-4,001250076E1
2,294395916E1	-2,561250114E1	-3,234375000E1	-3,971250153E1
2,296396145E1	-2,580000114E1	-3,258750153E1	-3,965625000E1
2,298395885E1	-2,574375153E1	-3,281250000E1	-3,960000229E1
2,300395375E1	-2,550000191E1	-3,288750076E1	-3,935625076E1
2,302395652E1	-2,508750153E1	-3,258750153E1	-3,948750305E1
2,304372022E1	-2,514375114E1	-3,234375000E1	-3,935625076E1
2,306376996E1	-2,568750191E1	-3,191250038E1	-3,930000305E1
2,308382082E1	-2,591250038E1	-3,138750076E1	-3,905625153E1
2,310386175E1	-2,651250076E1	-3,108750153E1	-3,900000000E1
2,312388899E1	-2,670000076E1	-3,101250076E1	-3,918750000E1
2,314391704E1	-2,688750076E1	-3,078750038E1	-3,900000000E1
2,316393556E1	-2,670000076E1	-3,060000038E1	-3,918750000E1
2,318371998E1	-2,658750153E1	-3,071250153E1	-3,911250305E1
2,320378548E1	-2,634375191E1	-3,060000038E1	-3,948750305E1
2,322383471E1	-2,580000114E1	-3,078750038E1	-3,990000153E1
2,324388146E1	-2,591250038E1	-3,101250076E1	-4,008750153E1
2,326396923E1	-2,568750191E1	-3,120000076E1	-4,020000076E1
2,328371959E1	-2,531250191E1	-3,108750153E1	-3,965625000E1
2,330354218E1	-2,538750076E1	-3,120000076E1	-3,948750305E1
2,332370791E1	-2,574375153E1	-3,150000191E1	-3,930000305E1
2,334354956E1	-2,604375076E1	-3,180000114E1	-3,930000305E1
2,336347114E1	-2,604375076E1	-3,198750114E1	-3,900000000E1
2,338338144E1	-2,598750114E1	-3,180000114E1	-3,870000076E1
2,340337851E1	-2,574375153E1	-3,168750191E1	-3,840000153E1
2,342343660E1	-2,574375153E1	-3,150000191E1	-3,840000153E1
2,344355250E1	-2,580000114E1	-3,150000191E1	-3,845625305E1
2,346370773E1	-2,591250038E1	-3,161250114E1	-3,858750153E1
2,348382320E1	-2,580000114E1	-3,138750076E1	-3,870000076E1
2,350390118E1	-2,598750114E1	-3,101250076E1	-3,840000153E1
2,352396032E1	-2,628750038E1	-3,060000038E1	-3,840000153E1
2,354399506E1	-2,634375191E1	-3,048750114E1	-3,858750153E1
2,356400876E1	-2,670000076E1	-3,060000038E1	-3,881250000E1
2,358401942E1	-2,681250191E1	-3,071250153E1	-3,870000076E1
2,360401672E1	-2,688750076E1	-3,071250153E1	-3,888750076E1
2,362401659E1	-2,688750076E1	-3,071250153E1	-3,845625305E1
2,364401113E1	-2,718750191E1	-3,090000153E1	-3,810000229E1
2,366399898E1	-2,748750114E1	-3,131250191E1	-3,798750305E1
2,368399467E1	-2,741250038E1	-3,168750191E1	-3,768750000E1
2,370398413E1	-2,760000038E1	-3,221250153E1	-3,731250000E1
2,372397142E1	-2,754375076E1	-3,240000153E1	-3,708750153E1
2,374397045E1	-2,760000038E1	-3,281250000E1	-3,695625305E1
2,376396372E1	-2,790000153E1	-3,311250305E1	-3,678750229E1
2,378395554E1	-2,838750076E1	-3,341250229E1	-3,690000153E1
2,380395606E1	-2,838750076E1	-3,348750305E1	-3,671250153E1
2,382395224E1	-2,820000076E1	-3,378750229E1	-3,648750305E1
2,384394632E1	-2,801250076E1	-3,414375305E1	-3,630000305E1
2,386394981E1	-2,831250191E1	-3,450000000E1	-3,611250305E1
2,388394742E1	-2,831250191E1	-3,474375153E1	-3,611250305E1
2,390395366E1	-2,844375038E1	-3,474375153E1	-3,600000000E1
2,392395385E1	-2,850000191E1	-3,480000305E1	-3,575625229E1
2,394395047E1	-2,814375114E1	-3,450000000E1	-3,558750153E1
2,396395563E1	-2,814375114E1	-3,461250305E1	-3,600000000E1
2,398395520E1	-2,820000076E1	-3,414375305E1	-3,618750000E1
2,400395101E1	-2,861250114E1	-3,371250153E1	-3,635625076E1
2,402395491E1	-2,831250191E1	-3,324375153E1	-3,635625076E1
2,404395381E1	-2,838750076E1	-3,288750076E1	-3,611250305E1
2,406394975E1	-2,844375038E1	-3,264375305E1	-3,630000305E1
2,408395300E1	-2,838750076E1	-3,251250076E1	-3,618750000E1
2,410395252E1	-2,831250191E1	-3,240000153E1	-3,635625076E1
2,412394738E1	-2,844375038E1	-3,221250153E1	-3,605625153E1
2,414395187E1	-2,844375038E1	-3,210000229E1	-3,630000305E1
2,416395015E1	-2,831250191E1	-3,210000229E1	-3,635625076E1
2,418395710E1	-2,831250191E1	-3,210000229E1	-3,671250153E1
2,420395782E1	-2,814375114E1	-3,204375076E1	-3,695625305E1
2,422395346E1	-2,801250076E1	-3,210000229E1	-3,695625305E1
2,424395718E1	-2,814375114E1	-3,204375076E1	-3,720000076E1
2,426395621E1	-2,814375114E1	-3,204375076E1	-3,725625229E1
2,428395097E1	-2,801250076E1	-3,198750114E1	-3,761250305E1
2,430395421E1	-2,808750153E1	-3,174375153E1	-3,768750000E1
2,432395308E1	-2,831250191E1	-3,174375153E1	-3,780000305E1
2,434394743E1	-2,850000191E1	-3,161250114E1	-3,761250305E1
2,436395019E1	-2,880000114E1	-3,150000191E1	-3,761250305E1
2,438394956E1	-2,874375153E1	-3,108750153E1	-3,768750000E1
2,440395603E1	-2,868750191E1	-3,108750153E1	-3,755625153E1
2,442395723E1	-2,874375153E1	-3,108750153E1	-3,785625076E1
2,444395290E1	-2,874375153E1	-3,090000153E1	-3,785625076E1
2,446395774E1	-2,880000114E1	-3,108750153E1	-3,780000305E1
2,448395758E1	-2,868750191E1	-3,101250076E1	-3,780000305E1
2,450395249E1	-2,861250114E1	-3,078750038E1	-3,791250229E1
2,452395572E1	-2,880000114E1	-3,078750038E1	-3,821250153E1
2,454395422E1	-2,874375153E1	-3,084375191E1	-3,821250153E1
2,456394916E1	-2,868750191E1	-3,054375076E1	-3,845625305E1
2,458400834E1	-2,891250038E1	-3,030000114E1	-3,828750229E1
2,460375887E1	-2,880000114E1	-3,011250114E1	-3,798750305E1
2,462361595E1	-2,868750191E1	-3,000000191E1	-3,780000305E1
2,464350893E1	-2,874375153E1	-2,970000076E1	-3,791250229E1
2,466349951E1	-2,868750191E1	-2,958750153E1	-3,791250229E1
2,468355498E1	-2,838750076E1	-2,910000038E1	-3,780000305E1
2,470366926E1	-2,861250114E1	-2,880000114E1	-3,798750305E1
2,472376759E1	-2,868750191E1	-2,850000191E1	-3,810000229E1
2,474385154E1	-2,844375038E1	-2,820000076E1	-3,845625305E1
2,476390935E1	-2,874375153E1	-2,801250076E1	-3,888750076E1
2,478394460E1	-2,880000114E1	-2,748750114E1	-3,911250305E1
2,480397404E1	-2,891250038E1	-2,730000114E1	-3,900000000E1
2,482398733E1	-2,928750038E1	-2,711250114E1	-3,905625153E1
2,484375470E1	-2,928750038E1	-2,694375038E1	-3,930000305E1
2,486381460E1	-2,928750038E1	-2,700000191E1	-3,905625153E1
2,488385841E1	-2,934375191E1	-2,711250114E1	-3,918750000E1
2,490390032E1	-2,958750153E1	-2,700000191E1	-3,905625153E1
2,492392756E1	-2,940000153E1	-2,711250114E1	-3,900000000E1
2,494394289E1	-2,934375191E1	-2,718750191E1	-3,918750000E1
2,496396153E1	-2,921250153E1	-2,718750191E1	-3,935625076E1
2,498396890E1	-2,898750114E1	-2,741250038E1	-3,918750000E1
2,500396761E1	-2,904375076E1	-2,754375076E1	-3,881250000E1
2,502397241E1	-2,904375076E1	-2,730000114E1	-3,870000076E1
2,504397031E1	-2,891250038E1	-2,724375153E1	-3,828750229E1
2,506396539E1	-2,861250114E1	-2,724375153E1	-3,791250229E1
2,508396642E1	-2,850000191E1	-2,718750191E1	-3,798750305E1
2,510396312E1	-2,868750191E1	-2,711250114E1	-3,791250229E1
2,512396561E1	-2,861250114E1	-2,694375038E1	-3,791250229E1
2,514396474E1	-2,861250114E1	-2,670000076E1	-3,810000229E1
2,516395923E1	-2,844375038E1	-2,664375114E1	-3,815625000E1
2,518395071E1	-2,850000191E1	-2,658750153E1	-3,851250076E1
2,520395098E1	-2,874375153E1	-2,658750153E1	-3,870000076E1
2,522394687E1	-2,898750114E1	-2,658750153E1	-3,881250000E1
2,524395127E1	-2,904375076E1	-2,651250076E1	-3,845625305E1
2,526395334E1	-2,898750114E1	-2,658750153E1	-3,815625000E1
2,528394886E1	-2,910000038E1	-2,651250076E1	-3,791250229E1
2,530395359E1	-2,951250076E1	-2,658750153E1	-3,780000305E1
2,532395234E1	-2,970000076E1	-2,640000153E1	-3,791250229E1
2,534394649E1	-2,958750153E1	-2,658750153E1	-3,755625153E1
2,536371581E1	-2,951250076E1	-2,658750153E1	-3,755625153E1
2,538353486E1	-2,951250076E1	-2,658750153E1	-3,785625076E1
2,540339878E1	-2,964375114E1	-2,658750153E1	-3,828750229E1
2,542354587E1	-2,958750153E1	-2,634375191E1	-3,828750229E1
2,544366812E1	-2,951250076E1	-2,628750038E1	-3,851250076E1
2,546377411E1	-2,898750114E1	-2,598750114E1	-3,845625305E1
2,548385273E1	-2,891250038E1	-2,598750114E1	-3,851250076E1
2,550390616E1	-2,891250038E1	-2,561250114E1	-3,900000000E1
2,552394895E1	-2,880000114E1	-2,538750076E1	-3,918750000E1
2,554397342E1	-2,891250038E1	-2,520000076E1	-3,900000000E1
2,556374905E1	-2,891250038E1	-2,508750153E1	-3,900000000E1
2,558381375E1	-2,874375153E1	-2,508750153E1	-3,911250305E1
2,560386167E1	-2,898750114E1	-2,520000076E1	-3,911250305E1
2,562389494E1	-2,904375076E1	-2,538750076E1	-3,960000229E1
2,564392602E1	-2,880000114E1	-2,538750076E1	-3,948750305E1
2,566394552E1	-2,904375076E1	-2,544375038E1	-3,965625000E1
2,568396548E1	-2,898750114E1	-2,550000191E1	-3,971250153E1
2,570400638E1	-2,898750114E1	-2,574375153E1	-3,965625000E1
2,572399795E1	-2,861250114E1	-2,621250153E1	-3,960000229E1
2,574404091E1	-2,868750191E1	-2,658750153E1	-3,965625000E1
2,576374383E1	-2,838750076E1	-2,658750153E1	-3,960000229E1
2,578355301E1	-2,844375038E1	-2,670000076E1	-3,918750000E1
2,580340893E1	-2,838750076E1	-2,688750076E1	-3,911250305E1
2,582360867E1	-2,831250191E1	-2,700000191E1	-3,858750153E1
2,584350036E1	-2,831250191E1	-2,694375038E1	-3,828750229E1
2,586340494E1	-2,850000191E1	-2,700000191E1	-3,840000153E1
2,588337951E1	-2,868750191E1	-2,664375114E1	-3,828750229E1
2,590341765E1	-2,868750191E1	-2,651250076E1	-3,798750305E1
2,592351790E1	-2,880000114E1	-2,640000153E1	-3,815625000E1
2,594366260E1	-2,891250038E1	-2,621250153E1	-3,821250153E1
2,596379207E1	-2,910000038E1	-2,610000038E1	-3,810000229E1
2,598388394E1	-2,891250038E1	-2,610000038E1	-3,798750305E1
2,600394370E1	-2,904375076E1	-2,628750038E1	-3,821250153E1
2,602398711E1	-2,868750191E1	-2,604375076E1	-3,798750305E1
2,604401048E1	-2,874375153E1	-2,640000153E1	-3,791250229E1
2,606401603E1	-2,861250114E1	-2,651250076E1	-3,821250153E1
2,608402043E1	-2,850000191E1	-2,670000076E1	-3,828750229E1
2,610401542E1	-2,844375038E1	-2,711250114E1	-3,828750229E1
2,612400167E1	-2,844375038E1	-2,730000114E1	-3,840000153E1
2,614399658E1	-2,844375038E1	-2,778750038E1	-3,845625305E1
2,616398565E1	-2,814375114E1	-2,814375114E1	-3,851250076E1
2,618398160E1	-2,808750153E1	-2,874375153E1	-3,881250000E1
2,620397387E1	-2,778750038E1	-2,891250038E1	-3,881250000E1
2,622396315E1	-2,784375191E1	-2,921250153E1	-3,851250076E1
2,624396231E1	-2,801250076E1	-2,940000153E1	-3,815625000E1
2,626396030E1	-2,808750153E1	-2,951250076E1	-3,791250229E1
2,628395217E1	-2,814375114E1	-2,970000076E1	-3,798750305E1
2,630395324E1	-2,808750153E1	-2,964375114E1	-3,815625000E1
2,632395069E1	-2,814375114E1	-2,964375114E1	-3,768750000E1
2,634394501E1	-2,831250191E1	-2,940000153E1	-3,731250000E1
2,636394795E1	-2,874375153E1	-2,940000153E1	-3,738750076E1
2,638394732E1	-2,891250038E1	-2,934375191E1	-3,738750076E1
2,640395327E1	-2,850000191E1	-2,904375076E1	-3,755625153E1
2,642395462E1	-2,831250191E1	-2,868750191E1	-3,768750000E1
2,644395147E1	-2,831250191E1	-2,814375114E1	-3,761250305E1
2,646395677E1	-2,831250191E1	-2,790000153E1	-3,761250305E1
2,648395718E1	-2,831250191E1	-2,760000038E1	-3,798750305E1
2,650395226E1	-2,844375038E1	-2,748750114E1	-3,828750229E1
2,652395548E1	-2,831250191E1	-2,730000114E1	-3,828750229E1
2,654395427E1	-2,850000191E1	-2,711250114E1	-3,828750229E1
2,656394957E1	-2,891250038E1	-2,711250114E1	-3,828750229E1
2,658395313E1	-2,891250038E1	-2,730000114E1	-3,840000153E1
2,660395153E1	-2,874375153E1	-2,760000038E1	-3,858750153E1
2,662394610E1	-2,880000114E1	-2,760000038E1	-3,858750153E1
2,664394972E1	-2,891250038E1	-2,771250153E1	-3,870000076E1
2,666394806E1	-2,868750191E1	-2,760000038E1	-3,870000076E1
2,668395485E1	-2,850000191E1	-2,760000038E1	-3,870000076E1
2,670395496E1	-2,831250191E1	-2,741250038E1	-3,875625229E1
2,672395059E1	-2,844375038E1	-2,741250038E1	-3,858750153E1
2,674395486E1	-2,868750191E1	-2,730000114E1	-3,858750153E1
2,676395410E1	-2,880000114E1	-2,730000114E1	-3,858750153E1
2,678394988E1	-2,880000114E1	-2,748750114E1	-3,851250076E1
2,680395387E1	-2,891250038E1	-2,724375153E1	-3,821250153E1
2,682395272E1	-2,910000038E1	-2,724375153E1	-3,845625305E1
2,684394705E1	-2,904375076E1	-2,730000114E1	-3,851250076E1
2,686395005E1	-2,910000038E1	-2,778750038E1	-3,875625229E1
2,688394864E1	-2,874375153E1	-2,814375114E1	-3,888750076E1
2,690395533E1	-2,850000191E1	-2,838750076E1	-3,888750076E1
2,692395613E1	-2,844375038E1	-2,861250114E1	-3,870000076E1
2,694395465E1	-2,831250191E1	-2,868750191E1	-3,845625305E1
2,696381808E1	-2,814375114E1	-2,898750114E1	-3,851250076E1
2,698384946E1	-2,820000076E1	-2,928750038E1	-3,815625000E1
2,700387339E1	-2,838750076E1	-2,928750038E1	-3,798750305E1
2,702390236E1	-2,820000076E1	-2,904375076E1	-3,768750000E1
2,704392217E1	-2,844375038E1	-2,874375153E1	-3,731250000E1
2,706369682E1	-2,861250114E1	-2,844375038E1	-3,731250000E1
2,708386755E1	-2,880000114E1	-2,808750153E1	-3,708750153E1
2,710366337E1	-2,910000038E1	-2,790000153E1	-3,708750153E1
2,712355731E1	-2,928750038E1	-2,771250153E1	-3,708750153E1
2,714352403E1	-2,910000038E1	-2,754375076E1	-3,695625305E1
2,716355845E1	-2,951250076E1	-2,741250038E1	-3,701250076E1
2,718365386E1	-2,994375038E1	-2,748750114E1	-3,725625229E1
2,720376122E1	-3,000000191E1	-2,748750114E1	-3,750000000E1
2,722384052E1	-3,024375153E1	-2,748750114E1	-3,731250000E1
2,724390624E1	-3,011250114E1	-2,748750114E1	-3,755625153E1
2,726394803E1	-3,030000114E1	-2,748750114E1	-3,731250000E1
2,728397031E1	-3,048750114E1	-2,760000038E1	-3,725625229E1
2,730398956E1	-3,048750114E1	-2,748750114E1	-3,738750076E1
2,732399460E1	-2,981250191E1	-2,760000038E1	-3,738750076E1
2,734399062E1	-2,940000153E1	-2,748750114E1	-3,720000076E1
2,736399268E1	-2,940000153E1	-2,730000114E1	-3,725625229E1
2,738398626E1	-2,928750038E1	-2,741250038E1	-3,701250076E1
2,740398579E1	-2,928750038E1	-2,748750114E1	-3,701250076E1
2,742398051E1	-2,921250153E1	-2,748750114E1	-3,708750153E1
2,744397120E1	-2,898750114E1	-2,748750114E1	-3,695625305E1
2,746397021E1	-2,898750114E1	-2,760000038E1	-3,678750229E1
2,748396434E1	-2,940000153E1	-2,748750114E1	-3,641250229E1
2,750395550E1	-2,951250076E1	-2,741250038E1	-3,618750000E1
2,752395621E1	-2,940000153E1	-2,760000038E1	-3,600000000E1
2,754395337E1	-2,928750038E1	-2,778750038E1	-3,611250305E1
2,756394765E1	-2,904375076E1	-2,760000038E1	-3,618750000E1
2,758395006E1	-2,898750114E1	-2,730000114E1	-3,660000229E1
2,760394848E1	-2,891250038E1	-2,724375153E1	-3,695625305E1
2,762394269E1	-2,880000114E1	-2,718750191E1	-3,725625229E1
2,764394666E1	-2,868750191E1	-2,711250114E1	-3,761250305E1
2,766394551E1	-2,868750191E1	-2,718750191E1	-3,798750305E1
2,768395349E1	-2,880000114E1	-2,718750191E1	-3,840000153E1
2,770395386E1	-2,880000114E1	-2,700000191E1	-3,870000076E1
2,772395063E1	-2,921250153E1	-2,718750191E1	-3,870000076E1
2,774395507E1	-2,904375076E1	-2,748750114E1	-3,851250076E1
2,776395467E1	-2,934375191E1	-2,771250153E1	-3,821250153E1
2,778395046E1	-2,964375114E1	-2,771250153E1	-3,821250153E1
2,780395427E1	-2,970000076E1	-2,778750038E1	-3,828750229E1
2,782395238E1	-2,981250191E1	-2,790000153E1	-3,828750229E1
2,784394687E1	-2,958750153E1	-2,778750038E1	-3,815625000E1
2,786395054E1	-2,964375114E1	-2,778750038E1	-3,810000229E1
2,788394872E1	-2,934375191E1	-2,754375076E1	-3,791250229E1
2,790395517E1	-2,928750038E1	-2,748750114E1	-3,798750305E1
2,792395553E1	-2,934375191E1	-2,724375153E1	-3,791250229E1
2,794395206E1	-2,928750038E1	-2,711250114E1	-3,785625076E1
2,796395790E1	-2,964375114E1	-2,718750191E1	-3,755625153E1
2,798395648E1	-2,964375114E1	-2,694375038E1	-3,731250000E1
2,800395141E1	-2,964375114E1	-2,688750076E1	-3,738750076E1
2,802395363E1	-2,958750153E1	-2,681250191E1	-3,701250076E1
2,804395206E1	-2,964375114E1	-2,681250191E1	-3,725625229E1
2,806394720E1	-2,988750076E1	-2,700000191E1	-3,708750153E1
2,808395041E1	-2,981250191E1	-2,724375153E1	-3,708750153E1
2,810394990E1	-2,981250191E1	-2,754375076E1	-3,708750153E1
2,812394523E1	-2,951250076E1	-2,760000038E1	-3,720000076E1
2,814394919E1	-2,981250191E1	-2,778750038E1	-3,755625153E1
2,816394920E1	-3,000000191E1	-2,790000153E1	-3,738750076E1
2,818394345E1	-3,011250114E1	-2,814375114E1	-3,768750000E1
2,820394724E1	-3,030000114E1	-2,838750076E1	-3,738750076E1
2,822394614E1	-3,018750191E1	-2,814375114E1	-3,761250305E1
2,824403038E1	-3,018750191E1	-2,790000153E1	-3,761250305E1
2,826376838E1	-3,011250114E1	-2,771250153E1	-3,755625153E1
2,828358261E1	-3,000000191E1	-2,718750191E1	-3,755625153E1
2,830343041E1	-2,964375114E1	-2,688750076E1	-3,708750153E1
2,832368829E1	-2,951250076E1	-2,640000153E1	-3,708750153E1
2,834360443E1	-2,958750153E1	-2,604375076E1	-3,708750153E1
2,836349156E1	-2,940000153E1	-2,591250038E1	-3,720000076E1
2,838347147E1	-2,964375114E1	-2,561250114E1	-3,708750153E1
2,840352789E1	-2,958750153E1	-2,544375038E1	-3,725625229E1
2,842362703E1	-2,958750153E1	-2,520000076E1	-3,750000000E1
2,844374734E1	-2,964375114E1	-2,538750076E1	-3,761250305E1
2,846384592E1	-2,981250191E1	-2,544375038E1	-3,810000229E1
2,848391512E1	-2,964375114E1	-2,574375153E1	-3,828750229E1
2,850395735E1	-2,958750153E1	-2,574375153E1	-3,851250076E1
2,852398999E1	-2,951250076E1	-2,561250114E1	-3,881250000E1
2,854400393E1	-2,921250153E1	-2,574375153E1	-3,881250000E1
2,856400432E1	-2,910000038E1	-2,591250038E1	-3,881250000E1
2,858400735E1	-2,904375076E1	-2,610000038E1	-3,881250000E1
2,860400137E1	-2,891250038E1	-2,634375191E1	-3,875625229E1
2,862399980E1	-2,874375153E1	-2,604375076E1	-3,875625229E1
2,864399247E1	-2,898750114E1	-2,610000038E1	-3,858750153E1
2,866398104E1	-2,898750114E1	-2,621250153E1	-3,840000153E1
2,868397976E1	-2,880000114E1	-2,628750038E1	-3,810000229E1
2,870397258E1	-2,868750191E1	-2,628750038E1	-3,815625000E1
2,872396263E1	-2,891250038E1	-2,621250153E1	-3,840000153E1
2,874396254E1	-2,880000114E1	-2,598750114E1	-3,828750229E1
2,876395797E1	-2,874375153E1	-2,591250038E1	-3,840000153E1
2,878395033E1	-2,868750191E1	-2,610000038E1	-3,815625000E1
2,880395171E1	-2,868750191E1	-2,598750114E1	-3,821250153E1
2,882394971E1	-2,868750191E1	-2,604375076E1	-3,840000153E1
2,884394597E1	-2,880000114E1	-2,628750038E1	-3,851250076E1
2,886394894E1	-2,891250038E1	-2,634375191E1	-3,875625229E1
2,888394883E1	-2,861250114E1	-2,621250153E1	-3,875625229E1
2,890395424E1	-2,861250114E1	-2,628750038E1	-3,875625229E1
2,892395434E1	-2,880000114E1	-2,604375076E1	-3,858750153E1
2,894395176E1	-2,891250038E1	-2,621250153E1	-3,851250076E1
2,896395713E1	-2,880000114E1	-2,604375076E1	-3,845625305E1
2,898395697E1	-2,880000114E1	-2,598750114E1	-3,828750229E1
2,900395162E1	-2,891250038E1	-2,580000114E1	-3,828750229E1
