"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"
5,430944678E1	2,568000078E0	8,167050362E0	1,134000063E0
5,432960923E1	2,829000235E0	7,741050243E0	2,029950142E0
5,434977177E1	3,070950031E0	8,406000137E0	2,901000023E0
5,436993420E1	2,578050137E0	9,871950150E0	3,802050114E0
5,439009667E1	3,258000135E0	1,036695004E1	3,402000189E0
5,441025912E1	3,367950201E0	1,068300056E1	1,503000021E0
5,443042179E1	3,564000130E0	9,322950363E0	-1,060050011E0
5,445058402E1	3,720000267E0	8,392050743E0	-1,525050044E0
5,447074674E1	2,395950079E0	9,094050407E0	9,930000305E-1
5,449090924E1	2,260950089E0	8,968950272E0	2,818050146E0
5,451107177E1	3,030000210E0	8,056950569E0	2,407950163E0
5,453123424E1	3,258000135E0	7,987050533E0	2,959050179E0
5,455139695E1	2,817000151E0	9,220050812E0	3,550050259E0
5,457155941E1	2,632950068E0	9,667950630E0	3,603000164E0
5,459172198E1	3,295950174E0	9,247050285E0	4,279500246E-1
5,461188445E1	3,556950092E0	9,156000137E0	-6,900000572E-2
5,463204690E1	3,025050163E0	9,898050308E0	1,051050067E0
5,465220938E1	2,977050066E0	9,927000046E0	1,008000016E0
5,467237215E1	3,102000237E0	9,558000565E0	8,850000501E-1
5,469253453E1	3,268950224E0	8,623950005E0	7,200000286E-1
5,471269704E1	3,126000166E0	8,887950897E0	1,077000022E0
5,473285949E1	3,106950045E0	8,539950371E0	1,615950108E0
5,475302195E1	3,708000183E0	7,702050209E0	1,446000099E0
5,477318463E1	3,135000229E0	9,112950325E0	2,976000071E0
5,479334707E1	2,671050072E0	1,008495045E1	3,481050253E0
5,481350960E1	3,940050125E0	9,004950523E0	1,089000106E0
5,483367203E1	3,853950262E0	9,121950150E0	2,800500095E-1
5,485383450E1	3,199950218E0	9,534000397E0	1,197000027E0
5,487399696E1	3,211950064E0	9,010050774E0	1,315950036E0
5,489415963E1	3,130950212E0	8,791950226E0	1,357050061E0
5,491432209E1	2,779050112E0	9,232050896E0	1,876950145E0
5,493448463E1	3,372000217E0	8,518950462E0	1,138950109E0
5,495464711E1	3,679050207E0	7,968000412E0	4,590000212E-1
5,497480957E1	3,328950167E0	8,629050255E0	2,286000013E0
5,499497227E1	3,061050177E0	9,440999985E0	2,880000114E0
5,501513475E1	3,436950207E0	9,406949997E0	1,885950089E0
5,503529727E1	3,412950277E0	9,907950401E0	9,859500527E-1
5,505545966E1	3,187950134E0	1,010595036E1	1,004999995E0
5,507562220E1	2,946000099E0	1,035300064E1	1,029000044E0
5,509578465E1	2,779050112E0	1,031700039E1	1,285050035E0
5,511594735E1	3,358050108E0	9,838050842E0	1,522050023E0
5,513610987E1	3,882000208E0	9,358950615E0	8,659500480E-1
5,515627228E1	4,182000160E0	9,631950378E0	1,324050069E0
5,517643482E1	3,865950108E0	1,003905010E1	1,387950063E0
5,519659751E1	3,901950121E0	9,289950371E0	1,036050081E0
5,521675998E1	4,135950089E0	8,059050560E0	3,040500283E-1
5,523692252E1	3,648000240E0	7,908000469E0	1,327950120E0
5,525708497E1	2,548950195E0	8,803950310E0	2,490000010E0
5,527724742E1	2,853000164E0	8,392050743E0	2,236050129E0
5,529741013E1	3,289050102E0	8,011050224E0	1,963050127E0
5,531757235E1	3,205050230E0	8,325000763E0	1,972050071E0
5,533773504E1	2,889000177E0	8,623950005E0	2,029950142E0
5,535789753E1	2,881950140E0	8,779950142E0	2,085000038E0
5,537806004E1	2,764050245E0	9,292050362E0	2,236050129E0
5,539822249E1	2,700000048E0	9,673050880E0	2,044049978E0
5,541838496E1	2,592000008E0	9,871950150E0	1,540950060E0
5,543854740E1	2,998950243E0	9,433950424E0	1,561050057E0
5,545871010E1	3,234000206E0	9,151050568E0	1,134000063E0
5,547887263E1	3,058950186E0	9,131999969E0	1,630050063E0
5,549903510E1	3,595050097E0	8,875950813E0	2,310000181E0
5,551919756E1	4,009050369E0	9,184950829E0	3,201000214E0
5,553936027E1	4,392000198E0	9,502950668E0	2,635950089E0
5,555952247E1	5,166000366E0	9,381000519E0	1,218000054E0
5,557968517E1	4,870950222E0	9,241950035E0	3,799500167E-1
5,559984773E1	4,002000332E0	9,199050903E0	1,810500026E-1
5,562001019E1	3,609000206E0	8,911950111E0	1,399950027E0
5,564017266E1	2,985000134E0	8,245950699E0	1,900950074E0
5,566033537E1	2,608950138E0	7,903950214E0	2,086950064E0
5,568049782E1	2,391000032E0	7,864950180E0	2,169000149E0
5,570066026E1	2,416950226E0	8,239050865E0	1,848000050E0
5,572082282E1	2,106000185E0	9,235050201E0	1,506000042E0
5,574098530E1	1,491000056E0	1,041300011E1	1,857000113E0
5,576114799E1	2,163000107E0	1,021200085E1	1,078950047E0
5,578131044E1	2,721000195E0	9,334950447E0	5,740500093E-1
5,580147298E1	2,788050175E0	8,847000122E0	2,800500095E-1
5,582163546E1	2,986950159E0	8,950050354E0	3,589500189E-1
5,584179815E1	2,776050091E0	9,577050209E0	8,100000024E-2
5,586196062E1	2,521950006E0	1,023105049E1	-2,440500110E-1
5,588212307E1	3,046950102E0	1,006800079E1	-2,410500050E-1
5,590228561E1	3,169050217E0	1,012095070E1	3,850500286E-1
5,592244808E1	3,492000103E0	1,023795033E1	6,700500250E-1
5,594261056E1	3,994950294E0	1,024005032E1	4,305000231E-2
5,596277302E1	3,918000221E0	1,010400009E1	6,270000339E-1
5,598293570E1	4,014000416E0	9,982050896E0	1,885950089E0
5,600309817E1	4,165050030E0	9,832950592E0	8,970000148E-1
5,602326070E1	4,015950203E0	9,544050217E0	4,900500178E-1
5,604342308E1	4,167000294E0	8,545050621E0	1,216050029E0
5,606358560E1	3,744000196E0	7,984950542E0	1,939050078E0
5,608374805E1	3,985050201E0	7,609050274E0	1,477050066E0
5,610391073E1	4,171950340E0	7,623000145E0	2,490000129E-1
5,612407320E1	3,985050201E0	7,729050159E0	-1,039050102E0
5,614423545E1	4,279950142E0	7,858050346E0	-2,968050241E0
5,616439812E1	3,406050205E0	8,220000267E0	-1,933950067E0
5,618456058E1	2,865000248E0	8,578950882E0	-8,539500237E-1
5,620472312E1	2,542050123E0	8,986050606E0	-5,170500278E-1
5,622488556E1	2,332950115E0	9,124950409E0	-8,830500245E-1
5,624504803E1	2,841000080E0	9,157950401E0	-6,460500360E-1
5,626521075E1	3,114000082E0	9,406949997E0	-1,789500117E-1
5,628537321E1	2,697000027E0	1,031895065E1	1,122000098E0
5,630553566E1	2,812050104E0	1,017795086E1	2,074949980E0
5,632569822E1	3,292950153E0	9,216000557E0	1,066950083E0
5,634586069E1	4,227000237E0	8,347050667E0	3,970500231E-1
5,636602340E1	4,552950382E0	8,185950279E0	-3,390000165E-1
5,638618586E1	4,476000309E0	8,509050369E0	-4,500000179E-2
5,640634833E1	4,555050373E0	8,809050560E0	7,905000448E-2
5,642651087E1	3,873000145E0	9,625050545E0	7,750500441E-1
5,644667334E1	3,328950167E0	9,709050179E0	7,180500627E-1
5,646683578E1	3,205050230E0	8,662950516E0	8,779500127E-1
5,648699821E1	3,621000290E0	8,038050652E0	7,590000629E-1
5,650716089E1	3,918000221E0	8,490000725E0	-1,549500078E-1
5,652732335E1	3,226050138E0	9,235050201E0	3,495000303E-2
5,654748589E1	3,138000250E0	9,160950661E0	1,117950082E0
5,656764836E1	3,061050177E0	8,890050888E0	2,344050169E0
5,658781083E1	3,352950096E0	8,452050209E0	2,487000227E0
5,660797353E1	4,380000114E0	8,089950562E0	1,909950137E0
5,662813597E1	4,740000248E0	8,770050049E0	3,349500299E-1
5,664829844E1	3,748050213E0	9,799950600E0	6,889500618E-1
5,666846090E1	2,982000113E0	1,011600018E1	1,909950137E0
5,668862346E1	2,805000067E0	9,880950928E0	2,644950151E0
5,670878594E1	3,052050114E0	8,854050636E0	2,466000080E0
5,672894842E1	4,309050083E0	8,023050308E0	2,169000149E0
5,674911109E1	4,900050163E0	8,317950249E0	2,146950006E0
5,676927353E1	4,792050362E0	8,689050674E0	2,020050049E0
5,678943608E1	4,012050152E0	9,871950150E0	2,959050179E0
5,680959875E1	3,394050121E0	1,027605057E1	2,988000154E0
5,682976121E1	2,620950222E0	8,833050728E0	1,977000117E0
5,684992367E1	2,713950157E0	7,159050465E0	1,110000014E0
5,687008620E1	2,074949980E0	7,213950157E0	1,945950150E0
5,689024866E1	1,444950104E0	7,827000141E0	3,462000132E0
5,691041112E1	2,190000057E0	7,683000565E0	4,752000332E0
5,693057360E1	3,175950050E0	7,779000282E0	4,312050343E0
5,695073630E1	3,301050186E0	9,352050781E0	3,286950111E0
5,697089852E1	3,076050043E0	1,024995041E1	1,570050120E0
5,699106093E1	3,025050163E0	1,038600063E1	2,340000123E-1
5,701122366E1	2,340000153E0	9,915000916E0	7,129500508E-1
5,703138610E1	2,728050232E0	8,323050499E0	1,182000041E0
5,705154864E1	3,763050079E0	7,996950150E0	1,615950108E0
5,707171113E1	3,784050226E0	9,052950859E0	3,591000080E0
5,709187361E1	3,882000208E0	9,936000824E0	4,157999992E0
5,711203633E1	4,455000401E0	1,057800007E1	2,667000055E0
5,713219880E1	4,085999966E0	1,111905098E1	1,486050129E0
5,715236127E1	3,375000238E0	1,051305008E1	2,010000050E-1
5,717252381E1	3,352950096E0	9,012000084E0	-6,289500594E-1
5,719268626E1	2,712000132E0	8,221950531E0	7,050000131E-3
5,721284874E1	2,038950205E0	7,758000374E0	2,248050213E0
5,723301121E1	1,665000081E0	7,552050591E0	3,931050301E0
5,725317393E1	1,657950044E0	7,714050293E0	4,354950428E0
5,727333637E1	2,026950121E0	7,612050533E0	3,304050207E0
5,729349887E1	2,518050194E0	7,654950142E0	2,818050146E0
5,731366142E1	3,079950094E0	8,530950546E0	2,437050104E0
5,733382389E1	2,914950132E0	9,702000618E0	3,130950212E0
5,735398632E1	3,586050272E0	9,723000526E0	2,473050117E0
5,737414903E1	4,254000187E0	9,550950050E0	1,680000067E0
5,739431150E1	3,973050117E0	9,898050308E0	1,939050078E0
5,741447397E1	3,283950090E0	1,000605011E1	1,417050123E0
5,743463639E1	3,004050255E0	9,721050262E0	1,246950030E0
5,745479885E1	2,428950071E0	1,002495003E1	2,548950195E0
5,747496139E1	2,388000011E0	9,440999985E0	2,632950068E0
5,749512383E1	3,789000273E0	8,164950371E0	1,441050053E0
5,751528626E1	4,285050392E0	8,212050438E0	3,385050058E0
5,753544895E1	3,604950190E0	8,754000664E0	3,832950115E0
5,755561139E1	3,019950151E0	9,373950005E0	2,734050035E0
5,757577388E1	2,932050228E0	8,962050438E0	2,629500031E-1
5,759593644E1	2,439000130E0	9,133950233E0	2,530499995E-1
5,761609892E1	2,367000103E0	8,611950874E0	1,004999995E0
5,763626162E1	2,881950140E0	7,767000198E0	1,824000120E0
5,765642408E1	3,370050192E0	7,840950489E0	3,237000227E0
5,767658654E1	3,496950150E0	8,766000748E0	3,208050251E0
5,769674902E1	3,655050278E0	9,867000580E0	2,152050018E0
5,771691155E1	3,643050194E0	1,023300076E1	6,679500341E-1
5,773707402E1	3,006000042E0	1,009005070E1	-2,290500104E-1
5,775723647E1	2,410050154E0	9,649050713E0	-3,109500110E-1
5,777739891E1	2,584950209E0	9,015000343E0	8,140500188E-1
5,779756161E1	3,055950165E0	8,095050812E0	1,498050094E0
5,781772408E1	3,586050272E0	7,884000301E0	2,355000019E0
5,783788652E1	3,295950174E0	8,602950096E0	3,385050058E0
5,785804907E1	2,958000183E0	9,619950294E0	3,012000084E0
5,787821156E1	2,793000221E0	1,046100044E1	1,822050095E0
5,789837404E1	2,415000200E0	1,097505093E1	9,790500402E-1
5,791853649E1	2,941050053E0	1,022805023E1	6,705000252E-2
5,793869918E1	3,169050217E0	9,687000275E0	3,589500189E-1
5,795886165E1	3,271950245E0	9,067049980E0	1,479000092E0
5,797902411E1	3,279000044E0	8,233950615E0	2,533050060E0
5,799918657E1	3,091950178E0	8,171999931E0	3,366000175E0
5,801934903E1	2,782950163E0	8,461050034E0	3,433050156E0
5,803951157E1	3,463050127E0	8,157000542E0	2,413050175E0
5,805967401E1	3,717000246E0	8,445000648E0	2,173950195E0
5,807983645E1	3,841950178E0	9,216000557E0	2,128050089E0
5,809999914E1	3,406050205E0	1,006095028E1	1,743000031E0
5,812016159E1	2,752050161E0	1,010595036E1	7,920000553E-1
5,814032404E1	2,388000011E0	1,005600071E1	4,999500215E-1
5,816048652E1	2,403000116E0	9,481050491E0	1,321050048E0
5,818064906E1	3,691050291E0	7,816950321E0	1,597050071E0
5,820081154E1	4,510050297E0	7,060950279E0	2,275950193E0
5,822097402E1	4,081050396E0	7,990050316E0	3,732000113E0
5,824113667E1	2,949000120E0	9,663000107E0	3,553050280E0
5,826129913E1	2,542050123E0	9,625050545E0	1,089000106E0
5,828146167E1	3,202050209E0	8,650950432E0	-6,790500283E-1
5,830162414E1	3,198000193E0	8,619000435E0	3,990000188E-1
5,832178660E1	2,893950224E0	9,168000221E0	2,068050146E0
5,834194932E1	2,560950041E0	9,489000320E0	2,394000053E0
5,836211179E1	2,697000027E0	9,414000511E0	1,501050115E0
5,838227425E1	3,138000250E0	8,670000076E0	4,950000346E-1
5,840243679E1	3,442050219E0	8,229000092E0	9,400500655E-1
5,842259923E1	3,247950077E0	8,284049988E0	2,242950201E0
5,844276167E1	3,268950224E0	8,394000053E0	2,635950089E0
5,846292436E1	3,355950117E0	8,718000412E0	2,389050007E0
5,848308658E1	3,331950188E0	9,457050323E0	1,567950130E0
5,850324906E1	3,339000225E0	1,004205036E1	9,450000525E-1
5,852341155E1	3,007950068E0	1,030695057E1	9,000000544E-3
5,854357403E1	2,910000086E0	9,823950768E0	-9,139500260E-1
5,856373669E1	2,416950226E0	9,007050514E0	-7,270500064E-1
5,858389916E1	2,509950161E0	7,579950333E0	-6,150000095E-1
5,860406162E1	2,512950182E0	7,498950481E0	1,792950034E0
5,862422414E1	2,391000032E0	7,603950500E0	3,832950115E0
5,864438670E1	2,898000240E0	7,461000443E0	3,556950092E0
5,866454916E1	2,848050117E0	8,269950867E0	3,294000149E0
5,868471164E1	2,185050011E0	9,378000259E0	2,188050032E0
5,870487410E1	2,392950058E0	9,694950104E0	7,200000286E-1
5,872503678E1	1,846950054E0	1,045095062E1	4,069500268E-1
5,874519926E1	1,336950064E0	1,075005054E1	1,008000016E0
5,876536171E1	1,456950068E0	1,067100048E1	9,910500646E-1
5,878552424E1	2,125050068E0	1,029300022E1	1,582050085E0
5,880568666E1	3,451050282E0	9,759000778E0	2,425050020E0
5,882584912E1	4,182000160E0	9,838050842E0	4,111050129E0
5,884601183E1	4,159950256E0	1,020705032E1	4,165950298E0
5,886617426E1	3,981000185E0	1,105395031E1	3,097950220E0
5,888633668E1	3,496950150E0	1,063995075E1	1,327950120E0
5,890649923E1	3,223950148E0	9,687000275E0	8,830500245E-1
5,892666166E1	3,432000160E0	8,381999969E0	2,449050188E0
5,894682414E1	3,595050097E0	7,600050449E0	4,494000435E0
5,896698662E1	3,619050264E0	7,276050568E0	5,893950462E0
5,898714906E1	3,162000179E0	8,008950233E0	5,346000195E0
5,900731152E1	2,890950203E0	8,353950500E0	3,735000134E0
5,902747422E1	2,572950125E0	8,275050163E0	2,832000017E0
5,904763674E1	1,696050048E0	8,785050392E0	3,406950235E0
5,906779920E1	8,029500246E-1	8,986050606E0	4,861950397E0
5,908796166E1	1,765950084E0	7,915950298E0	5,025000095E0
5,910812414E1	3,439050198E0	6,807000160E0	4,692000389E0
5,912828660E1	3,315000057E0	7,324050426E0	5,118000031E0
5,914844926E1	2,475000143E0	8,548050880E0	5,619000435E0
5,916861170E1	1,609950066E0	9,711000443E0	5,023050308E0
5,918877417E1	1,512000084E0	1,026195049E1	3,969000101E0
5,920893660E1	2,560950041E0	9,364050865E0	3,103050232E0
5,922909905E1	3,471000195E0	8,470950127E0	4,378950119E0
5,924926156E1	3,436950207E0	7,650000572E0	5,734050274E0
5,926942425E1	3,078000069E0	7,192950249E0	4,872000217E0
5,928958673E1	2,259000063E0	7,389000416E0	4,458000183E0
5,930974918E1	1,504950047E0	7,870050430E0	4,494000435E0
5,932991171E1	1,582050085E0	7,729050159E0	4,927050114E0
5,935007419E1	2,179949999E0	7,453050137E0	4,279950142E0
5,937023666E1	1,321050048E0	8,442000389E0	5,188050270E0
5,939039936E1	7,000500560E-1	9,477000237E0	5,764950275E0
5,941056159E1	1,692000031E0	9,819000244E0	4,033950329E0
5,943072405E1	3,079950094E0	9,466950417E0	2,668950081E0
5,945088651E1	3,772050142E0	8,964000702E0	3,202950239E0
5,947104896E1	3,649950266E0	8,839950562E0	4,453050137E0
5,949121167E1	3,364950180E0	8,980950356E0	4,723050117E0
5,951137412E1	3,934950113E0	8,529000282E0	4,150950432E0
5,953153660E1	3,763050079E0	8,337000847E0	4,326000214E0
5,955169905E1	2,082000017E0	9,280050278E0	5,047050476E0
5,957186151E1	6,930000186E-1	9,853050232E0	4,648950100E0
5,959202406E1	4,270500243E-1	9,922050476E0	3,739050150E0
5,961218650E1	1,267950058E0	8,766000748E0	3,157950163E0
5,963234920E1	2,542050123E0	7,141950130E0	2,104050159E0
5,965251165E1	2,532000065E0	6,892950535E0	3,535950184E0
5,967267418E1	6,810000539E-1	8,860950470E0	7,366950512E0
5,969283657E1	1,050000079E-3	9,630000114E0	7,744950294E0
5,971299904E1	2,625000238E0	8,161950111E0	4,683000088E0
5,973316152E1	4,596000195E0	7,030050278E0	3,270000219E0
5,975332408E1	4,383000374E0	7,137000561E0	5,038950443E0
5,977348654E1	2,344950199E0	8,326950073E0	6,547950268E0
5,979364899E1	1,366050124E0	8,835000038E0	5,715000153E0
5,981381168E1	1,608000040E0	8,788949966E0	4,495950222E0
5,983397416E1	2,103000164E0	8,586000443E0	4,180050373E0
5,985413664E1	2,697000027E0	8,128950119E0	3,991050243E0
5,987429917E1	2,938950062E0	8,050050735E0	4,276050091E0
5,989446164E1	3,066000223E0	7,852950573E0	4,687950134E0
5,991462408E1	2,973000050E0	7,813050270E0	3,735000134E0
5,993478654E1	1,717950106E0	8,983050346E0	4,531949997E0
5,995494923E1	1,183950067E0	9,940950394E0	4,453050137E0
5,997511170E1	1,384950042E0	1,034100056E1	3,220050097E0
5,999527415E1	1,810950041E0	1,026000023E1	3,511950254E0
6,001543660E1	2,419950008E0	1,005600071E1	3,385050058E0
6,003559908E1	3,004050255E0	9,856950760E0	2,977950096E0
6,005576152E1	3,286050081E0	9,405000687E0	2,865000248E0
6,007592406E1	3,348000050E0	8,895000458E0	2,514000177E0
6,009608653E1	2,896050215E0	9,027000427E0	2,908950090E0
6,011624898E1	2,272950172E0	9,622950554E0	3,316050053E0
6,013641174E1	2,009999990E0	9,931950569E0	2,839050055E0
6,015657413E1	2,191950083E0	9,571950912E0	1,387950063E0
6,017673659E1	2,527050018E0	9,382950783E0	1,048050046E0
6,019689906E1	2,536950111E0	9,003000259E0	1,551000118E0
6,021706158E1	3,052050114E0	7,944000244E0	1,434000015E0
6,023722396E1	3,121050119E0	7,393950462E0	1,525050044E0
6,025738651E1	2,800050020E0	7,362000465E0	2,146950006E0
6,027754896E1	2,512950182E0	7,686000347E0	2,715000153E0
6,029771165E1	2,062950134E0	8,077950478E0	2,731050014E0
6,031787411E1	2,239950180E0	7,864950180E0	1,740000129E0
6,033803657E1	1,842000127E0	8,731950760E0	1,414950013E0
6,035819910E1	1,009050012E0	1,037895012E1	2,233050108E0
6,037836157E1	1,464000106E0	1,078605080E1	1,912950039E0
6,039852404E1	3,210000038E0	9,592050552E0	6,720000505E-1
6,041868651E1	3,961050272E0	9,346950531E0	5,050500035E-1
6,043884899E1	3,283950090E0	1,006605053E1	1,905000091E0
6,045901146E1	2,695050240E0	1,037700081E1	2,425050020E0
6,047917417E1	2,637000084E0	1,047495079E1	2,830050230E0
6,049933665E1	2,890950203E0	1,049400043E1	2,509050131E0
6,051949910E1	3,331950188E0	1,040100002E1	2,451000214E0
6,053966157E1	3,391950130E0	1,038195038E1	2,371950150E0
6,055982433E1	3,291000128E0	1,039605045E1	1,846050143E0
6,057998656E1	2,791050196E0	1,053495026E1	1,369050026E0
6,060014903E1	2,770950079E0	9,694950104E0	1,245000005E0
6,062031148E1	3,082950115E0	8,277000427E0	1,309500039E-1
6,064047392E1	3,492000103E0	6,582000256E0	2,959500253E-1
6,066063660E1	3,214050055E0	6,385950089E0	2,068050146E0
6,068079912E1	1,315950036E0	7,972950459E0	4,318950176E0
6,070096149E1	8,490000367E-1	8,869050026E0	4,575000286E0
6,072112401E1	1,636950135E0	8,782050133E0	3,459000111E0
6,074128646E1	2,628000021E0	8,815950394E0	2,314950228E0
6,076144915E1	3,091950178E0	9,256050110E0	1,185000062E0
6,078161160E1	3,334050179E0	9,106050491E0	4,020000100E-1
6,080177414E1	3,061050177E0	8,655000687E0	3,280500174E-1
6,082193660E1	2,821950197E0	8,539950371E0	1,510050058E0
6,084209906E1	2,434050083E0	8,869050026E0	2,815050125E0
6,086226152E1	2,239950180E0	9,156000137E0	3,076050043E0
6,088242423E1	2,647050142E0	9,208050728E0	2,607000113E0
6,090258669E1	2,755050182E0	9,616050720E0	2,425050020E0
6,092274914E1	3,042000055E0	9,924000740E0	1,696950078E0
6,094291161E1	3,532950163E0	9,598950386E0	1,114950061E0
6,096307409E1	3,439050198E0	9,486000061E0	6,360000372E-1
6,098323654E1	3,049050093E0	9,283050537E0	8,040000200E-1
6,100339900E1	2,788050175E0	9,517050743E0	1,350000024E0
6,102356150E1	2,242050171E0	1,029795074E1	1,338000059E0
6,104372402E1	2,713950157E0	9,927000046E0	6,480000019E-1
6,106388648E1	3,243000269E0	9,429000854E0	1,549500078E-1
6,108404894E1	3,040050030E0	9,414000511E0	3,970500231E-1
6,110421164E1	3,067950249E0	9,039000511E0	4,380000234E-1
6,112437411E1	3,162000179E0	8,749050140E0	6,960000396E-1
6,114453658E1	2,278050184E0	1,008195019E1	1,807050109E0
6,116469905E1	2,539050102E0	9,891000748E0	1,345050097E0
6,118486159E1	3,732000113E0	8,827950478E0	-3,610500097E-1
6,120502404E1	4,050000191E0	9,024000168E0	-3,949500322E-1
6,122518650E1	3,796050072E0	9,862050056E0	4,500000179E-1
6,124534898E1	3,367950201E0	1,033905029E1	1,564950109E0
6,126551145E1	3,571050167E0	1,050900078E1	1,684950113E0
6,128567414E1	4,321050167E0	1,018800068E1	2,800500095E-1
6,130583660E1	4,986000061E0	9,895950317E0	-1,006950021E0
6,132599904E1	4,573950291E0	1,006305027E1	-1,132050037E0
6,134616158E1	3,916050196E0	1,023795033E1	-3,610500097E-1
6,136632406E1	3,004050255E0	1,002705002E1	6,580500603E-1
6,138648653E1	2,625000238E0	9,232050896E0	7,110000253E-1
6,140664922E1	2,656950235E0	8,179050446E0	7,110000253E-1
6,142681168E1	2,664000034E0	7,509000301E0	1,261050105E0
6,144697415E1	2,467050076E0	7,683000565E0	1,756950140E0
6,146713665E1	2,319000006E0	8,251049995E0	2,164050102E0
6,148729909E1	2,227950096E0	9,052950859E0	2,664000034E0
6,150746152E1	2,398050070E0	9,589050293E0	2,401050091E0
6,152762407E1	3,022950172E0	9,678000450E0	1,357050061E0
6,154778653E1	3,586050272E0	9,654000282E0	-2,010000050E-1
6,156794900E1	3,870000124E0	1,000305080E1	-5,089499950E-1
6,158811168E1	4,503000259E0	9,807000160E0	-2,839500010E-1
6,160827412E1	4,914000034E0	9,469050407E0	1,228050113E0
6,162843658E1	4,792050362E0	8,842050552E0	1,795050144E0
6,164859910E1	4,873950005E0	8,083050728E0	1,582050085E0
6,166876156E1	4,878000259E0	8,289000511E0	1,252050042E0
6,168892405E1	3,696000099E0	9,490950584E0	1,960050106E0
6,170908651E1	2,827050209E0	9,663000107E0	9,690000415E-1
6,172924920E1	3,328950167E0	8,197950363E0	-7,300500274E-1
6,174941172E1	2,998950243E0	7,840950489E0	-5,050500035E-1
6,176957418E1	2,254050016E0	9,331050873E0	1,089000106E0
6,178973666E1	1,435050011E0	1,033605003E1	2,073000193E0
6,180989935E1	1,774950027E0	9,508050919E0	2,158950090E0
6,183006180E1	2,524950027E0	8,350950241E0	1,069950104E0
6,185022426E1	2,865000248E0	8,749050140E0	8,830500245E-1
6,187038679E1	3,111000061E0	9,853050232E0	3,709500134E-1
6,189054926E1	2,818950176E0	9,831000328E0	5,140500069E-1
6,191071163E1	3,078000069E0	8,493000031E0	3,299999982E-2
6,193087419E1	3,588000059E0	8,575950623E0	6,910500526E-1
6,195103667E1	2,287950039E0	1,063500023E1	1,755000114E0
6,197119913E1	2,470050097E0	9,832950592E0	1,189050078E0
6,199136158E1	3,700050116E0	8,196000099E0	2,700000107E-1
6,201152428E1	3,913950205E0	9,406949997E0	-1,189500093E-1
6,203168675E1	3,219000101E0	1,166505051E1	2,104050159E0
6,205184921E1	3,655050278E0	1,104495049E1	8,280000687E-1
6,207201175E1	4,419000149E0	9,781050682E0	-1,434000015E0
6,209217420E1	3,954000235E0	9,598950386E0	-1,170000076E0
6,211233667E1	3,138000250E0	9,153000832E0	-1,174950004E0
6,213249912E1	3,190050125E0	8,703000069E0	-1,050000042E-1
6,215266160E1	2,709000111E0	8,701050758E0	3,280500174E-1
6,217282429E1	2,391000032E0	8,584050179E0	6,390000582E-1
6,219298674E1	2,593950033E0	7,671000481E0	6,169500351E-1
6,221314920E1	2,773950100E0	7,279050350E0	1,095000096E-2
6,223331167E1	2,542050123E0	7,780950546E0	2,389500141E-1
6,225347421E1	2,412000179E0	8,701050758E0	4,639500082E-1
6,227363689E1	2,343000174E0	9,228000641E0	9,139500260E-1
6,229379937E1	2,347950220E0	9,715950012E0	1,114950061E0
6,231396184E1	2,542050123E0	1,003500080E1	5,770500302E-1
6,233412432E1	2,842950106E0	1,057605076E1	-1,980000138E-1
6,235428677E1	2,920050144E0	9,496050835E0	-8,160000443E-1
6,237444931E1	3,739050150E0	8,041950226E0	-6,889500618E-1
6,239461176E1	3,775050163E0	8,950050354E0	5,209500194E-1
6,241477422E1	3,243000269E0	9,726000786E0	4,999500215E-1
6,243493693E1	3,178050041E0	1,002495003E1	2,449050188E0
6,245509938E1	3,432000160E0	1,043205070E1	2,791050196E0
6,247526181E1	3,459000111E0	1,070505047E1	1,141950011E0
6,249542434E1	4,096050262E0	9,697050095E0	-8,970000148E-1
6,251558679E1	4,447050095E0	9,723000526E0	-1,330950022E0
6,253574926E1	3,507000208E0	1,088400078E1	-1,192050099E0
6,255591171E1	3,070950031E0	9,922050476E0	9,070500135E-1
6,257607419E1	3,303000212E0	9,301950455E0	1,972050071E0
6,259623689E1	2,635050058E0	1,045095062E1	2,449050188E0
6,261639935E1	3,030000210E0	9,580050468E0	1,015050054E0
6,263656209E1	3,661950111E0	9,139050484E0	3,540000021E-1
6,265672435E1	2,994000196E0	1,001805019E1	5,430000424E-1
6,267688684E1	2,487000227E0	9,619950294E0	7,750500441E-1
6,269704954E1	3,070950031E0	8,244000435E0	4,759500325E-1
6,271721177E1	2,740050077E0	8,430000305E0	6,480000019E-1
6,273737445E1	1,890000105E0	9,334950447E0	1,347000122E0
6,275753690E1	1,990950108E0	9,031050682E0	1,984050035E0
6,277769943E1	2,446050167E0	8,932950020E0	1,206000090E0
6,279786188E1	2,379000187E0	9,112950325E0	3,400500119E-1
6,281802436E1	2,179949999E0	9,043050766E0	6,120000482E-1
6,283818684E1	2,632950068E0	8,662950516E0	4,810500145E-1
6,285834951E1	2,581950188E0	8,967000008E0	1,326000094E0
6,287851174E1	2,415000200E0	8,775000572E0	2,248050213E0
6,289867443E1	2,994000196E0	8,268000603E0	1,282950044E0
6,291883697E1	3,171000242E0	8,445000648E0	1,522050023E0
6,293899946E1	3,054000139E0	9,225000381E0	2,170950174E0
6,295916191E1	3,058950186E0	1,016895008E1	1,762050033E0
