"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"
1,227709505E2	-2,637250125E-1	4,619999975E-2	1,264999993E-2
1,227911127E2	-2,946625054E-1	7,713750005E-2	5,307500064E-2
1,228112751E2	-3,691875041E-1	4,303750023E-2	8,291249722E-2
1,228314376E2	-3,202374876E-1	-1,112374961E-1	1,127500013E-1
1,228515998E2	-3,265624940E-1	-1,590874940E-1	1,010624990E-1
1,228717622E2	-3,860999942E-1	-1,900250018E-1	-1,924999990E-2
1,228919244E2	-2,701874971E-1	-2,818750031E-2	-6,503749639E-2
1,229120869E2	-1,159124970E-1	1,665125042E-1	-7,452499866E-2
1,229322493E2	-1,583999991E-1	3,984749913E-1	-1,256749928E-1
1,229524115E2	-4,053499997E-1	5,805249810E-1	-2,448875010E-1
1,229725739E2	-5,010499954E-1	6,272749901E-1	-2,246749997E-1
1,229927364E2	-5,202999711E-1	5,176874995E-1	-1,064250022E-1
1,230128986E2	-4,659875035E-1	3,740000129E-1	-1,182499994E-2
1,230330610E2	-4,042499959E-1	2,686749995E-1	-3,299999982E-3
1,230532234E2	-3,222999871E-1	1,963499933E-1	-4,578749835E-2
1,230733856E2	-1,637624949E-1	1,058750004E-1	-5,967500061E-2
1,230935480E2	-5,733750015E-2	3,712499980E-3	-3,629999980E-2
1,231137102E2	-1,765500009E-1	-5,486249924E-2	4,138749838E-2
1,231338726E2	-1,595000029E-1	-1,155000031E-1	8,511249721E-2
1,231540350E2	-1,945624948E-1	-1,027124971E-1	1,010624990E-1
1,231741972E2	-2,468124926E-1	-5,692499876E-2	1,255374998E-1
1,231943596E2	-2,457125038E-1	-4,207500070E-2	1,223749965E-1
1,232145218E2	-1,615625024E-1	-7,287500054E-2	8,511249721E-2
1,232346843E2	-8,291249722E-2	-2,818750031E-2	7,548750192E-2
1,232548467E2	-1,413500011E-1	2,392499894E-2	9,363749623E-2
1,232750089E2	-2,510749996E-1	1,451999992E-1	1,170125008E-1
1,232951714E2	-3,988874853E-1	2,197249979E-1	1,585374922E-1
1,233153338E2	-4,680500031E-1	1,175625026E-1	1,935999990E-1
1,233354960E2	-3,584625125E-1	-7,823749632E-2	2,191749960E-1
1,233556585E2	-3,797749877E-1	-1,803999990E-1	2,894375026E-1
1,233758206E2	-3,244999945E-1	-1,942874938E-1	3,148750067E-1
1,233959831E2	-1,648624986E-1	-2,208250016E-1	2,818749845E-1
1,234161455E2	-3,176249936E-2	-1,473999918E-1	1,999250054E-1
1,234363079E2	-2,117500082E-2	1,750375032E-1	1,020250022E-1
1,234564702E2	-7,864999771E-2	3,346749842E-1	-9,624999948E-3
1,234766323E2	-8,717499673E-2	2,952125072E-1	-1,310375035E-1
1,234967948E2	9,762499481E-3	1,314499974E-1	-1,991000026E-1
1,235169572E2	1,651374996E-1	2,598750032E-2	-1,544124931E-1
1,235371194E2	2,098249942E-1	-1,649999991E-3	-1,342000067E-1
1,235572819E2	2,513499856E-1	-7,081250101E-2	-1,097249985E-1
1,235774442E2	2,428250015E-1	-2,186249942E-2	-7,672499865E-2
1,235976067E2	8,744999766E-2	2,100999951E-1	-6,283749640E-2
1,236177689E2	-1,871374995E-1	3,187249899E-1	-3,519999981E-2
1,236379313E2	-1,988250017E-1	3,272500038E-1	-3,946249932E-2
1,236580936E2	-1,435499936E-1	2,985124886E-1	-5,857500061E-2
1,236782560E2	-7,644999772E-2	2,718375027E-1	-3,836249933E-2
1,236984182E2	3,423750028E-2	1,611499935E-1	-4,482499883E-2
1,237185806E2	1,236125007E-1	3,451250121E-2	-1,011999995E-1
1,237387431E2	3,427875042E-1	-6,338749826E-2	-1,310375035E-1
1,237589053E2	4,918375015E-1	-1,495999992E-1	-2,011625022E-1
1,237790677E2	6,535375118E-1	-1,240250021E-1	-1,979999989E-1
1,237992299E2	6,312624812E-1	1,005124971E-1	-1,724250019E-1
1,238193924E2	5,077875257E-1	1,930499971E-1	-1,436875015E-1
1,238395546E2	4,343625009E-1	1,483625025E-1	-6,929999590E-2
1,238597170E2	2,906749845E-1	1,473999918E-1	2,021249942E-2
1,238798794E2	-8,071249723E-2	1,856250018E-1	2,859999985E-2
1,239000416E2	-1,945624948E-1	1,111000031E-1	5,953750014E-2
1,239202041E2	-2,116124928E-1	1,537249982E-1	7,438749820E-2
1,239403665E2	-2,212374955E-1	3,272500038E-1	7,012499869E-2
1,239605287E2	-2,818749845E-1	3,367374837E-1	1,594999991E-2
1,239806911E2	-1,563374996E-1	1,260875016E-1	1,691249944E-2
1,240008535E2	-5,224999972E-3	-9,735000134E-2	1,691249944E-2
1,240210157E2	7,576250285E-2	-6,875000149E-2	-3,836249933E-2
1,240411781E2	3,849999979E-2	3,451250121E-2	-1,564749926E-1
1,240613406E2	3,093750030E-2	-2,502499893E-2	-2,065249979E-1
1,240815028E2	-8,387500420E-3	-2,486000061E-1	-1,916749924E-1
1,241016652E2	-1,350249946E-1	-3,465000093E-1	-1,703625023E-1
1,241218276E2	-3,276624978E-1	-2,432374954E-1	-1,490499973E-1
1,241419898E2	-2,446125001E-1	-3,624500036E-1	-1,469874978E-1
1,241621522E2	-4,455000162E-2	-4,166249931E-1	-1,564749926E-1
1,241823145E2	-2,286625057E-1	-9,528750181E-2	-1,596374959E-1
1,242024769E2	-2,903999984E-1	3,024999984E-2	-1,735250056E-1
1,242226393E2	-1,531749964E-1	-1,399749964E-1	-1,128875017E-1
1,242428016E2	-1,296624988E-1	-2,814624906E-1	-4,578749835E-2
1,242629639E2	-1,669249982E-1	-2,814624906E-1	-1,533125043E-1
1,242831261E2	-2,433750033E-2	-2,187625021E-1	-2,703250051E-1
1,243032885E2	1,406625062E-1	7,493750006E-2	-3,320625126E-1
1,243234510E2	1,086250022E-1	2,303124964E-1	-3,118500113E-1
1,243436132E2	1,402499992E-2	2,590500116E-1	-3,086875081E-1
1,243637756E2	4,702499881E-2	2,175250053E-1	-2,864125073E-1
1,243839379E2	7,039999962E-2	1,665125042E-1	-2,821500003E-1
1,244041000E2	2,199999988E-3	1,260875016E-1	-1,874125004E-1
1,244242625E2	9,267500043E-2	2,303124964E-1	-5,224999785E-2
1,244444249E2	1,384624988E-1	2,495625019E-1	-1,608750038E-2
1,244645871E2	8,662499487E-3	2,356749922E-1	-6,393750012E-2
1,244847495E2	-4,248749837E-2	2,345750034E-1	-1,075249985E-1
1,245049120E2	2,199999988E-3	2,015749961E-1	-1,416250020E-1
1,245250742E2	-1,374999993E-2	2,569875121E-1	-1,331000030E-1
1,245452367E2	-7,328750193E-2	2,792625129E-1	-6,503749639E-2
1,245653988E2	-8,497499675E-2	2,345750034E-1	9,624999948E-4
1,245855613E2	-1,509750038E-1	2,037750036E-1	7,658749819E-2
1,246057235E2	-2,201374918E-1	1,420374960E-1	1,073874980E-1
1,246258859E2	-2,978250086E-1	3,451250121E-2	1,212750003E-1
1,246460483E2	-2,510749996E-1	-1,655499935E-1	1,414874941E-1
1,246662105E2	-1,009249985E-1	-2,367749959E-1	1,500124931E-1
1,246863729E2	2,034999989E-2	-1,357125044E-1	9,143749624E-2
1,247065351E2	3,946249932E-2	-5,266249925E-2	6,270000339E-2
1,247266976E2	2,997500077E-2	-1,553750038E-2	6,063750014E-2
1,247468599E2	-1,581249945E-2	2,172499895E-2	2,653750032E-2
1,247670222E2	-5,939999968E-2	4,523750022E-2	-2,351249941E-2
1,247871846E2	-3,286249936E-2	6,874999963E-3	-7,562500238E-2
1,248073468E2	6,503749639E-2	3,877500072E-2	-9,899999946E-2
1,248275092E2	4,056249931E-2	1,878249943E-1	-1,788875014E-1
1,248476717E2	6,462499965E-3	3,016749918E-1	-2,448875010E-1
1,248678339E2	3,519999981E-2	3,315125108E-1	-2,671625018E-1
1,248879963E2	2,571249940E-2	3,016749918E-1	-2,406249940E-1
1,249081585E2	1,608750038E-2	1,431374997E-1	-2,107875049E-1
1,249283209E2	8,318749815E-2	3,767500073E-2	-1,968999952E-1
1,249484833E2	1,948374957E-1	-6,544999778E-2	-1,501500010E-1
1,249686456E2	1,714625061E-1	-1,729750037E-1	2,433750033E-2
1,249888080E2	3,203750029E-2	-2,985124886E-1	7,864999771E-2
1,250089702E2	-1,201749966E-1	-2,825624943E-1	-1,278750040E-2
1,250291326E2	-1,009249985E-1	-1,368124932E-1	-1,735250056E-1
1,250492948E2	-1,471249945E-2	-7,933750004E-2	-2,182125002E-1
1,250694575E2	1,023000032E-1	-8,676250279E-2	-1,054624990E-1
1,250896197E2	1,342000067E-1	1,746249944E-2	-4,372499883E-2
1,251097821E2	8,098749816E-2	2,091374993E-1	-1,618375033E-1
1,251299443E2	-2,007500082E-2	2,761000097E-1	-2,905375063E-1
1,251501067E2	-5,417500064E-2	2,314125001E-1	-3,012624979E-1
1,251702690E2	-8,071249723E-2	1,249874979E-1	-2,534124851E-1
1,251904313E2	-8,717499673E-2	1,016125008E-1	-2,128500044E-1
1,252105938E2	-7,548750192E-2	1,260875016E-1	-1,362625062E-1
1,252307560E2	-9,143749624E-2	3,451250121E-2	-7,878749818E-2
1,252509182E2	-2,488749921E-1	-1,548250020E-1	4,124999978E-3
1,252710806E2	-3,851374984E-1	-2,623499930E-1	1,233374998E-1
1,252912430E2	-5,245624781E-1	-1,601874977E-1	2,127124965E-1
1,253114053E2	-5,000874996E-1	-1,006499976E-1	2,915000021E-1
1,253315676E2	-4,383499920E-1	-6,655000150E-2	3,958624899E-1
1,253517299E2	-4,127750099E-1	-7,507500052E-2	4,127750099E-1
1,253718923E2	-2,659249902E-1	2,708750032E-2	3,191374838E-1
1,253920545E2	-7,548750192E-2	7,713750005E-2	1,924999952E-1
1,254122170E2	5,018749833E-2	4,193750024E-2	1,148125008E-1
1,254323794E2	8,951249719E-2	-4,317500070E-2	6,063750014E-2
1,254525416E2	1,171500012E-1	-1,271875054E-1	3,932499886E-2
1,254727040E2	7,356250286E-2	-1,783374995E-1	2,062499989E-3
1,254928662E2	8,662499487E-3	-2,165624946E-1	4,564999789E-2
1,255130286E2	-5,733750015E-2	-1,985500008E-1	5,101250112E-2
1,255331910E2	-1,031249985E-1	-1,303499937E-1	1,233374998E-1
1,255533532E2	-1,935999990E-1	-3,464999795E-2	1,383250058E-1
1,255735156E2	-1,999250054E-1	2,612499986E-3	1,361249983E-1
1,255936779E2	-2,712875009E-1	-1,443750039E-2	1,467124969E-1
1,256138402E2	-2,585000098E-1	-5,376249924E-2	1,606000066E-1
1,256340024E2	-2,073500007E-1	1,856249943E-2	1,552374959E-1
1,256541649E2	-1,413500011E-1	-7,974999957E-3	8,827500045E-2
1,256743271E2	3,849999979E-2	-3,781250119E-2	-1,099999994E-3
1,256944895E2	1,788875014E-1	-5,486249924E-2	-7,026249915E-2
1,257146520E2	2,491499931E-1	-7,287500054E-2	-5,967500061E-2
1,257348142E2	2,183499932E-1	-1,772374958E-1	3,822499886E-2
1,257549763E2	2,437874973E-1	-2,517625093E-1	1,520749927E-1
1,257751388E2	2,821500003E-1	-2,059749961E-1	2,371875048E-1
1,257953012E2	1,788875014E-1	-2,847625017E-1	3,202374876E-1
1,258154635E2	8,415000141E-2	-2,410375029E-1	3,958624899E-1
1,258356259E2	6,503749639E-2	-1,197625026E-1	3,649249971E-1
1,258557881E2	3,203750029E-2	-5,266249925E-2	3,224374950E-1
1,258759505E2	-9,624999948E-4	9,515000135E-2	2,542375028E-1
1,258961129E2	2,461249940E-2	1,335124969E-1	2,063875049E-1
1,259162751E2	1,023000032E-1	1,548250020E-1	1,350249946E-1
1,259364375E2	5,444999784E-2	5,376249924E-2	1,020250022E-1
1,259565997E2	1,718750037E-2	-1,966249943E-2	1,403875053E-1
1,259767621E2	2,199999988E-3	-1,995124966E-1	2,319625020E-1
1,259969246E2	5,128749833E-2	-9,322500229E-2	2,414499968E-1
1,260170867E2	1,108250022E-1	2,928750031E-2	1,733874977E-1
1,260372490E2	1,395625025E-1	5,156249925E-2	1,031249985E-1
1,260574114E2	1,128875017E-1	1,483625025E-1	3,616249934E-2
1,260775739E2	5,444999784E-2	1,846625060E-1	-2,777500078E-2
1,260977361E2	4,166249931E-2	2,336124927E-1	-5,967500061E-2
1,261178985E2	-4,138749838E-2	2,345750034E-1	-7,878749818E-2
1,261380607E2	-1,839749962E-1	1,132999957E-1	-1,388750039E-2
1,261582231E2	-2,733500004E-1	3,712499980E-3	1,010624990E-1
1,261783853E2	-2,881999910E-1	1,346125007E-1	1,733874977E-1
1,261985477E2	-2,477750033E-1	3,346749842E-1	1,190750003E-1
1,262187099E2	-2,212374955E-1	3,400374949E-1	1,691249944E-2
1,262388723E2	-3,425124884E-1	1,909874976E-1	-7,356250286E-2
1,262590345E2	-5,297874808E-1	2,111999989E-1	-2,341624945E-1
1,262791968E2	-5,106750131E-1	1,846625060E-1	-1,724250019E-1
1,262993591E2	-4,531999826E-1	1,113750041E-2	-1,099999994E-3
1,263195215E2	-4,276250005E-1	2,336124927E-1	1,275999993E-1
1,263396839E2	-5,245624781E-1	5,400999784E-1	8,181250095E-2
1,263598462E2	-5,596249700E-1	6,485875249E-1	-1,319999993E-1
1,263800085E2	-5,138375163E-1	5,825874805E-1	-2,139499933E-1
1,264001708E2	-4,563624859E-1	3,526875079E-1	-2,044624984E-1
1,264203332E2	-2,679874897E-1	2,910875082E-1	-1,149500012E-1
1,264404954E2	-1,083500013E-1	3,250499964E-1	-3,519999981E-2
1,264606578E2	7,562499959E-3	3,409999907E-1	-1,704999991E-2
1,264808200E2	3,629999980E-2	2,761000097E-1	2,859999985E-2
1,265009824E2	-2,007500082E-2	1,548250020E-1	6,489999592E-2
1,265211447E2	-1,648624986E-1	4,523750022E-2	5,101250112E-2
1,265413071E2	-1,361249983E-1	-4,523750022E-2	5,953750014E-2
1,265614696E2	9,762499481E-3	-4,523750022E-2	3,932499886E-2
1,265816318E2	1,002374962E-1	-2,392499894E-2	2,653750032E-2
1,266017942E2	7,150000334E-2	-1,240250021E-1	4,784999788E-2
1,266219566E2	-4,138749838E-2	-1,911250055E-1	5,637500063E-2
1,266421188E2	-2,190375030E-1	-7,287500054E-2	5,211250111E-2
1,266622812E2	-1,478125006E-1	-5,912499968E-3	2,062499989E-3
1,266824434E2	-9,624999948E-4	-1,431374997E-1	9,886249900E-2
1,267026058E2	1,469874978E-1	-4,188250005E-1	2,692250013E-1
1,267227680E2	2,448875010E-1	-6,348375082E-1	3,319250047E-1
1,267429304E2	4,609000087E-1	-6,305750012E-1	5,032500029E-1
1,267630927E2	6,599999666E-1	-6,391000152E-1	7,512999773E-1
1,267832548E2	7,004249692E-1	-6,507874727E-1	7,522624731E-1
1,268034172E2	5,823125243E-1	-3,836250007E-1	4,659875035E-1
1,268235797E2	4,939000010E-1	2,282499894E-2	-2,199999988E-3
1,268437419E2	3,939374983E-1	3,196874857E-1	-2,235749960E-1
1,268639043E2	3,524124920E-1	3,761999905E-1	-2,565749884E-1
1,268840666E2	3,140499890E-1	2,399374992E-1	-1,522125006E-1
1,269042289E2	1,011999995E-1	2,228875011E-1	-1,256749928E-1
1,269243914E2	-1,392875016E-1	3,304125071E-1	-1,214125007E-1
1,269445535E2	-3,680875003E-1	4,006749988E-1	-6,077500060E-2
1,269647160E2	-4,713499844E-1	2,516250014E-1	3,189999983E-2
1,269848781E2	-3,819749951E-1	5,266249925E-2	2,032250017E-1
1,270050403E2	-2,329249978E-1	-2,688125074E-1	3,788124919E-1
1,270252028E2	3,093750030E-2	-3,539249897E-1	4,287250042E-1
1,270453649E2	1,651374996E-1	-2,612499893E-1	2,968625128E-1
1,270655274E2	1,395625025E-1	-1,421750039E-1	1,148125008E-1
1,270856897E2	1,427250057E-1	-2,186249942E-2	-1,182499994E-2
1,271058520E2	3,364624977E-1	1,079374999E-1	-9,047500044E-2
1,271260143E2	3,331624866E-1	-4,949999973E-2	-9,899999946E-2
1,271461766E2	2,193125039E-1	-1,091749966E-1	2,227500081E-2
1,271663387E2	8,524999768E-2	-3,244999796E-2	1,062875018E-1
1,271865012E2	-7,122500241E-2	1,878249943E-1	9,624999948E-4
1,272066636E2	-9,143749624E-2	3,346749842E-1	-3,203750029E-2
1,272268258E2	-4,771250114E-2	8,346249908E-2	-1,278750040E-2
1,272469882E2	8,318749815E-2	-6,971249729E-2	-6,283749640E-2
1,272671507E2	1,449249983E-1	-1,649999991E-2	-2,469500005E-1
1,272873128E2	9,693749994E-2	1,324124932E-1	-2,639999986E-1
1,273074751E2	1,469874978E-1	2,601499856E-1	-9,377499670E-2
1,273276375E2	1,204499975E-1	1,611499935E-1	5,417500064E-2
1,273477999E2	5,444999784E-2	6,971249729E-2	9,996250272E-2
1,273679621E2	-1,211374998E-1	-5,486249924E-2	1,010624990E-1
1,273881243E2	-1,786125004E-1	-6,971249729E-2	4,028749838E-2
1,274082865E2	-1,275999993E-1	-1,729750037E-1	-7,356250286E-2
1,274284489E2	-8,291249722E-2	-3,389374912E-1	-2,682625055E-1
1,274486111E2	3,203750029E-2	-2,985124886E-1	-3,980624974E-1
1,274687736E2	4,482499883E-2	-3,283500075E-1	-5,152124763E-1
1,274889360E2	7,246249914E-2	-6,228749827E-2	-5,812125206E-1
1,275090983E2	-7,548750192E-2	2,857249975E-1	-6,705874801E-1
1,275292606E2	-2,903999984E-1	5,389999747E-1	-7,343875170E-1
1,275494231E2	-5,340499878E-1	4,633750021E-1	-6,833750010E-1
1,275695853E2	-5,064125061E-1	2,569875121E-1	-4,258374870E-1
1,275897475E2	-4,553999901E-1	-1,333750039E-2	-1,937374920E-1
1,276099100E2	-3,265624940E-1	-1,091749966E-1	-9,267500043E-2
1,276300721E2	-2,637250125E-1	-1,869999990E-2	-3,739999980E-2
1,276502345E2	-1,211374998E-1	6,544999778E-2	-1,405249983E-1
1,276703967E2	3,946249932E-2	1,526249945E-1	-3,118500113E-1
1,276905591E2	8,098749816E-2	6,641250104E-2	-3,278000057E-1
1,277107213E2	3,629999980E-2	2,502499893E-2	-1,959374994E-1
1,277308835E2	-1,044999994E-2	-1,016125008E-1	-2,983750030E-2
1,277510459E2	-1,489125043E-1	3,355000168E-2	-2,096875012E-1
1,277712083E2	-2,435124964E-1	2,686749995E-1	-4,162124991E-1
1,277913705E2	-2,776125073E-1	2,260500044E-1	-3,959999979E-1
1,278115327E2	-2,329249978E-1	-1,966249943E-2	-1,831499934E-1
1,278316951E2	-2,265999913E-1	-1,868624985E-1	-1,182499975E-1
1,278518573E2	-1,680250019E-1	-2,782999873E-1	-2,341624945E-1
1,278720198E2	-4,771250114E-2	-2,899875045E-1	-3,491125107E-1
1,278921819E2	1,054624990E-1	-3,869250119E-1	-4,087874889E-1
1,279123443E2	1,896124929E-1	-4,166249931E-1	-3,607999980E-1
1,279325065E2	2,810499966E-1	-3,517250121E-1	-2,448875010E-1
1,279526689E2	1,703625023E-1	-7,617499679E-2	-1,331000030E-1
1,279728311E2	1,374999993E-4	1,164624989E-1	-8,304999769E-2
1,279929933E2	-5,101250112E-2	1,601874977E-1	-3,093750030E-2
1,280131557E2	-4,124999978E-3	1,153625026E-1	6,806249917E-2
1,280333179E2	8,635000139E-2	2,345750034E-1	1,297999918E-1
1,280534803E2	8,951249719E-2	3,229874969E-1	8,937499672E-2
1,280736425E2	4,592499882E-2	2,707374990E-1	1,956624985E-1
1,280938049E2	4,372499883E-2	2,985124886E-1	3,680875003E-1
1,281139671E2	5,541250110E-2	3,782624900E-1	4,246000051E-1
1,281341295E2	-1,801249944E-2	3,761999905E-1	3,808749914E-1
1,281542917E2	-9,776250273E-2	3,443000019E-1	3,671250045E-1
1,281744541E2	-1,574375033E-1	2,250874937E-1	3,074499965E-1
1,281946162E2	-1,264999956E-1	3,355000168E-2	2,946625054E-1
1,282147787E2	-1,062875018E-1	-2,144999951E-1	3,436124921E-1
1,282349409E2	-1,478125006E-1	-3,752374947E-1	3,819749951E-1
1,282551031E2	-9,666249901E-2	-4,208875000E-1	3,085500002E-1
1,282752655E2	3,423750028E-2	-3,878875077E-1	1,637624949E-1
1,282954277E2	2,226125002E-1	-3,687750101E-1	8,827500045E-2
1,283155901E2	3,279374838E-1	-3,528249860E-1	5,307500064E-2
1,283357524E2	4,311999977E-1	-2,219250053E-1	1,374999993E-2
1,283559146E2	4,640625119E-1	-9,638749808E-2	-1,214125007E-1
1,283760771E2	4,247374833E-1	4,097500071E-2	-1,256749928E-1
1,283962394E2	3,162499964E-1	2,421374917E-1	-2,076250017E-1
1,284164016E2	1,501500010E-1	1,952500045E-1	-3,587374985E-1
1,284365641E2	-1,581249945E-2	-6,228749827E-2	-3,427875042E-1
1,284567262E2	3,519999981E-2	-1,091749966E-1	-1,352999955E-1
1,284768885E2	1,629374921E-1	4,413750023E-2	-5,857500061E-2
1,284970509E2	9,487500042E-2	1,878249943E-1	-1,703625023E-1
1,285172130E2	-1,860374957E-1	2,176624984E-1	-2,799499929E-1
1,285373754E2	-3,319250047E-1	6,228749827E-2	-3,097875118E-1
1,285575376E2	-3,330250084E-1	-1,649999991E-2	-2,139499933E-1
1,285777000E2	-2,605625093E-1	-4,317500070E-2	-3,299999982E-3
1,285978622E2	-2,063875049E-1	-1,761374921E-1	1,808124930E-1
1,286180244E2	-1,999250054E-1	-9,735000134E-2	2,510749996E-1
1,286381868E2	-1,563374996E-1	-1,112374961E-1	1,967625022E-1
1,286583490E2	-9,143749624E-2	3,561250120E-2	8,607500046E-2
1,286785114E2	-4,564999789E-2	1,537249982E-1	6,324999966E-3
1,286986736E2	-4,771250114E-2	2,601499856E-1	-1,395625025E-1
1,287188360E2	-7,328750193E-2	3,750999868E-1	-1,342000067E-1
1,287389982E2	-1,009249985E-1	2,708750069E-1	7,658749819E-2
1,287591606E2	-5,307500064E-2	1,867250055E-1	2,286625057E-1
1,287793227E2	-1,084875017E-1	2,502499893E-2	1,830125004E-1
1,287994850E2	-4,881250113E-2	5,898749828E-2	1,255374998E-1
1,288196473E2	-1,581249945E-2	-2,392499894E-2	1,935999990E-1
1,288398096E2	4,908749834E-2	-3,891250119E-2	2,935625017E-1
1,288599720E2	2,997500077E-2	-1,759999990E-2	2,436500043E-1
1,288801342E2	7,246249914E-2	4,523750022E-2	1,489125043E-1
1,289002966E2	5,335000157E-2	7,603749633E-2	1,053249985E-1
1,289204587E2	5,967500061E-2	1,155000031E-1	-1,374999993E-4
1,289406212E2	-4,124999978E-3	1,271875054E-1	-4,798749834E-2
1,289607834E2	2,777500078E-2	3,671250120E-2	1,500124931E-1
1,289809456E2	1,575749964E-1	-1,835625023E-1	3,532375097E-1
1,290011080E2	1,927749962E-1	-2,165624946E-1	3,170749843E-1
1,290212702E2	1,651374996E-1	1,223750040E-2	1,744875014E-1
1,290414326E2	6,723749638E-2	1,803999990E-1	7,548750192E-2
1,290615948E2	3,629999980E-2	2,569875121E-1	2,969999984E-2
1,290817572E2	1,076624990E-1	1,186624989E-1	-7,026249915E-2
1,291019195E2	1,119249985E-1	-1,649999991E-2	-8,208750188E-2
1,291220819E2	4,592499882E-2	-8,470000327E-2	-6,462499965E-3
1,291422441E2	-5,197500065E-2	-1,453374922E-1	-3,409999982E-2
1,291624065E2	-4,124999978E-3	-1,016125008E-1	-9,157499671E-2
1,291825687E2	9,597499669E-2	-1,463000029E-1	-8,098749816E-2
1,292027309E2	1,671999991E-1	-7,713750005E-2	-6,819999963E-2
1,292228933E2	1,342000067E-1	-4,633750021E-2	-1,766874939E-1
1,292430555E2	1,597750038E-1	-5,059999973E-2	-2,916375101E-1
1,292632177E2	1,575749964E-1	-5,486249924E-2	-2,554749846E-1
1,292833800E2	1,660999954E-1	-2,502499893E-2	-1,683000028E-1
1,293035423E2	1,363999993E-1	4,523750022E-2	-8,951249719E-2
1,293237047E2	7,039999962E-2	8,456250280E-2	-5,761250108E-2
1,293438669E2	4,399999976E-3	8,992499858E-2	-8,731249720E-2
1,293640293E2	-2,859999985E-2	5,774999969E-3	-5,335000157E-2
1,293841914E2	2,034999989E-2	-6,118749827E-2	1,116499975E-1
1,294043540E2	2,997500077E-2	-9,735000134E-2	2,670249939E-1
1,294245160E2	-1,264999993E-2	-9,418749809E-2	2,521750033E-1
1,294446783E2	-3,396249935E-2	9,088750184E-2	1,978625059E-1
1,294648407E2	-2,749999985E-2	2,250874937E-1	2,180749923E-1
1,294850029E2	4,702499881E-2	1,366750002E-1	2,201374918E-1
1,295051653E2	7,150000334E-2	4,097500071E-2	1,711875051E-1
1,295253275E2	4,056249931E-2	-2,502499893E-2	1,435499936E-1
1,295454897E2	-8,387500420E-3	4,303750023E-2	1,457500011E-1
1,295656521E2	1,828750037E-2	1,516624987E-1	1,744875014E-1
1,295858142E2	-1,264999993E-2	1,909874976E-1	9,886249900E-2
1,296059766E2	-4,344999790E-2	2,378749996E-1	-9,693749994E-2
1,296261388E2	-5,197500065E-2	1,771000028E-1	-2,628999949E-1
1,296463012E2	-5,623750016E-2	9,198749810E-2	-3,161124885E-1
1,296664634E2	-3,176249936E-2	5,499999970E-4	-2,842124999E-1
1,296866258E2	-8,387500420E-3	-7,081250101E-2	-1,597750038E-1
1,297067880E2	8,415000141E-2	-1,644500047E-1	-4,578749835E-2
1,297269504E2	9,171249717E-2	-1,803999990E-1	-9,624999948E-3
1,297471129E2	3,519999981E-2	-1,815000027E-1	1,264999993E-2
1,297672750E2	-2,433750033E-2	-3,148749843E-2	1,058750041E-2
1,297874375E2	-1,392875016E-1	1,164624989E-1	1,691249944E-2
1,298075994E2	-1,711875051E-1	6,324999779E-2	6,270000339E-2
1,298277618E2	-1,318625063E-1	5,774999969E-3	3,506249934E-2
1,298479241E2	-5,197500065E-2	-1,527625024E-1	-4,908749834E-2
1,298680865E2	-6,187499966E-3	-1,633500010E-1	-2,667500079E-2
1,298882487E2	1,402499992E-2	-5,376249924E-2	1,148125008E-1
1,299084111E2	9,913749993E-2	2,076249942E-2	1,127500013E-1
1,299285733E2	1,905750036E-1	1,186624989E-1	4,248749837E-2
1,299487357E2	1,523499936E-1	6,544999778E-2	5,224999972E-3
1,299688980E2	1,267749965E-1	4,949999973E-2	-5,857500061E-2
1,299890603E2	1,011999995E-1	5,156249925E-2	-8,415000141E-2
1,300092226E2	8,098749816E-2	-1,649999991E-3	-1,498750038E-2
1,300293850E2	9,061250091E-2	2,708750032E-2	5,733750015E-2
1,300495474E2	4,702499881E-2	8,030000329E-2	1,911249943E-2
1,300697096E2	4,702499881E-2	1,164624989E-1	-1,267749965E-1
1,300898720E2	3,629999980E-2	1,431374997E-1	-2,458499968E-1
1,301100343E2	4,399999976E-3	9,844999760E-2	-1,799875051E-1
1,301301967E2	1,924999990E-2	-2,502499893E-2	-2,983750030E-2
1,301503589E2	5,444999784E-2	-4,839999974E-2	6,063750014E-2
1,301705213E2	6,503749639E-2	-1,134374961E-1	1,042250022E-1
1,301906835E2	1,119249985E-1	-9,844999760E-2	1,531749964E-1
1,302108457E2	1,683000028E-1	-9,418749809E-2	2,670249939E-1
1,302310081E2	1,757249981E-1	-1,112374961E-1	3,458124995E-1
1,302511705E2	1,629374921E-1	-9,102500230E-2	3,053874969E-1
1,302713327E2	8,635000139E-2	-4,839999974E-2	2,286625057E-1
1,302914949E2	-1,471249945E-2	-3,464999795E-2	1,500124931E-1
1,303116571E2	-5,197500065E-2	6,874999963E-3	-1,704999991E-2
1,303318195E2	-1,201749966E-1	-1,539999992E-2	-9,473749995E-2
1,303519819E2	-8,071249723E-2	-5,692499876E-2	-3,203750029E-2
1,303721444E2	6,462499965E-3	-1,761374921E-1	1,711875051E-1
1,303923065E2	8,662499487E-3	-1,974499971E-1	2,265999913E-1
1,304124687E2	-5,843750015E-2	-1,197625026E-1	1,190750003E-1
1,304326311E2	-1,044999994E-2	2,818750031E-2	-5,115000159E-2
1,304527934E2	-2,117500082E-2	8,566249907E-2	-1,065625027E-1
