"Time (s)"	"Magnetic field x (µT)"	"Magnetic field y (µT)"	"Magnetic field z (µT)"
3,920171248E1	-2,484375191E1	-1,325625038E1	-1,458750057E1
3,922172340E1	-2,465625191E1	-1,361250019E1	-1,494375038E1
3,924173729E1	-2,441250038E1	-1,391250038E1	-1,548750019E1
3,926186184E1	-2,411250114E1	-1,404375076E1	-1,571250057E1
3,928183218E1	-2,430000114E1	-1,404375076E1	-1,608750153E1
3,930181292E1	-2,430000114E1	-1,391250038E1	-1,601250076E1
3,932178942E1	-2,405625153E1	-1,410000038E1	-1,620000076E1
3,934176698E1	-2,375625038E1	-1,410000038E1	-1,608750153E1
3,936175490E1	-2,375625038E1	-1,404375076E1	-1,578750038E1
3,938174296E1	-2,394375038E1	-1,385625076E1	-1,554375076E1
3,940173056E1	-2,400000000E1	-1,374375057E1	-1,511250019E1
3,942177390E1	-2,375625038E1	-1,350000095E1	-1,511250019E1
3,944147919E1	-2,375625038E1	-1,355625057E1	-1,470000076E1
3,946130389E1	-2,351250076E1	-1,355625057E1	-1,458750057E1
3,948117349E1	-2,375625038E1	-1,344375038E1	-1,428750038E1
3,950106945E1	-2,405625153E1	-1,320000076E1	-1,451250076E1
3,952104374E1	-2,405625153E1	-1,331250095E1	-1,464375019E1
3,954100965E1	-2,400000000E1	-1,325625038E1	-1,434375095E1
3,956102330E1	-2,430000114E1	-1,325625038E1	-1,440000057E1
3,958110616E1	-2,465625191E1	-1,344375038E1	-1,398750019E1
3,960124024E1	-2,454375076E1	-1,320000076E1	-1,398750019E1
3,962140129E1	-2,490000153E1	-1,325625038E1	-1,398750019E1
3,964155152E1	-2,501250076E1	-1,320000076E1	-1,391250038E1
3,966165621E1	-2,520000076E1	-1,331250095E1	-1,374375057E1
3,968148966E1	-2,525625038E1	-1,320000076E1	-1,361250019E1
3,970159234E1	-2,544375038E1	-1,344375038E1	-1,380000019E1
3,972166445E1	-2,525625038E1	-1,331250095E1	-1,410000038E1
3,974172255E1	-2,520000076E1	-1,355625057E1	-1,440000057E1
3,976175728E1	-2,520000076E1	-1,385625076E1	-1,440000057E1
3,978177364E1	-2,484375191E1	-1,391250038E1	-1,434375095E1
3,980178569E1	-2,454375076E1	-1,421250057E1	-1,428750038E1
3,982178467E1	-2,435625076E1	-1,421250057E1	-1,434375095E1
3,984177547E1	-2,411250114E1	-1,440000057E1	-1,440000057E1
3,986153816E1	-2,405625153E1	-1,451250076E1	-1,464375019E1
3,988158351E1	-2,381250000E1	-1,464375019E1	-1,421250057E1
3,990162988E1	-2,405625153E1	-1,445625019E1	-1,421250057E1
3,992166618E1	-2,424375153E1	-1,445625019E1	-1,434375095E1
3,994168996E1	-2,435625076E1	-1,464375019E1	-1,470000076E1
3,996170255E1	-2,454375076E1	-1,440000057E1	-1,481250095E1
3,998171858E1	-2,454375076E1	-1,464375019E1	-1,458750057E1
4,000172497E1	-2,465625191E1	-1,481250095E1	-1,464375019E1
4,002173760E1	-2,460000038E1	-1,481250095E1	-1,434375095E1
4,004174005E1	-2,454375076E1	-1,505625057E1	-1,470000076E1
4,006173857E1	-2,405625153E1	-1,524375057E1	-1,481250095E1
4,008174322E1	-2,394375038E1	-1,535625076E1	-1,464375019E1
4,010173986E1	-2,400000000E1	-1,541250038E1	-1,451250076E1
4,012173451E1	-2,405625153E1	-1,571250057E1	-1,464375019E1
4,014173612E1	-2,411250114E1	-1,565625095E1	-1,470000076E1
4,016173335E1	-2,424375153E1	-1,571250057E1	-1,494375038E1
4,018172766E1	-2,424375153E1	-1,571250057E1	-1,530000019E1
4,020172871E1	-2,435625076E1	-1,571250057E1	-1,511250019E1
4,022172640E1	-2,454375076E1	-1,590000057E1	-1,511250019E1
4,024171981E1	-2,465625191E1	-1,584375095E1	-1,530000019E1
4,026172216E1	-2,471250153E1	-1,584375095E1	-1,530000019E1
4,028172017E1	-2,441250038E1	-1,584375095E1	-1,541250038E1
4,030172570E1	-2,430000114E1	-1,595625019E1	-1,571250057E1
4,032149198E1	-2,400000000E1	-1,584375095E1	-1,554375076E1
4,034154242E1	-2,405625153E1	-1,571250057E1	-1,548750019E1
4,036159498E1	-2,411250114E1	-1,565625095E1	-1,584375095E1
4,038163681E1	-2,430000114E1	-1,554375076E1	-1,590000057E1
4,040166514E1	-2,430000114E1	-1,560000038E1	-1,584375095E1
4,042169563E1	-2,411250114E1	-1,554375076E1	-1,584375095E1
4,044171418E1	-2,435625076E1	-1,524375057E1	-1,601250076E1
4,046172277E1	-2,430000114E1	-1,530000019E1	-1,584375095E1
4,048173305E1	-2,441250038E1	-1,530000019E1	-1,584375095E1
4,050173690E1	-2,441250038E1	-1,530000019E1	-1,601250076E1
4,052174405E1	-2,460000038E1	-1,535625076E1	-1,584375095E1
4,054174382E1	-2,454375076E1	-1,541250038E1	-1,560000038E1
4,056173844E1	-2,424375153E1	-1,535625076E1	-1,578750038E1
4,058174077E1	-2,454375076E1	-1,541250038E1	-1,590000057E1
4,060173819E1	-2,454375076E1	-1,554375076E1	-1,578750038E1
4,062173131E1	-2,465625191E1	-1,541250038E1	-1,571250057E1
4,064173339E1	-2,471250153E1	-1,535625076E1	-1,571250057E1
4,066177499E1	-2,435625076E1	-1,535625076E1	-1,548750019E1
4,068147972E1	-2,411250114E1	-1,535625076E1	-1,524375057E1
4,070129197E1	-2,411250114E1	-1,511250019E1	-1,530000019E1
4,072116257E1	-2,441250038E1	-1,511250019E1	-1,530000019E1
4,074107091E1	-2,424375153E1	-1,505625057E1	-1,518750095E1
4,076103171E1	-2,405625153E1	-1,511250019E1	-1,518750095E1
4,078099816E1	-2,411250114E1	-1,511250019E1	-1,511250019E1
4,080101228E1	-2,400000000E1	-1,494375038E1	-1,524375057E1
4,082109615E1	-2,430000114E1	-1,481250095E1	-1,530000019E1
4,084123028E1	-2,430000114E1	-1,475625038E1	-1,554375076E1
4,086138932E1	-2,430000114E1	-1,505625057E1	-1,560000038E1
4,088153966E1	-2,411250114E1	-1,511250019E1	-1,530000019E1
4,090165670E1	-2,441250038E1	-1,530000019E1	-1,524375057E1
4,092173364E1	-2,471250153E1	-1,554375076E1	-1,518750095E1
4,094177843E1	-2,454375076E1	-1,560000038E1	-1,524375057E1
4,096180865E1	-2,430000114E1	-1,590000057E1	-1,518750095E1
4,098181870E1	-2,435625076E1	-1,620000076E1	-1,530000019E1
4,100181304E1	-2,430000114E1	-1,620000076E1	-1,548750019E1
4,102180979E1	-2,424375153E1	-1,614375114E1	-1,571250057E1
4,104179846E1	-2,424375153E1	-1,601250076E1	-1,590000057E1
4,106178168E1	-2,400000000E1	-1,584375095E1	-1,601250076E1
4,108177284E1	-2,394375038E1	-1,560000038E1	-1,631250000E1
4,110176061E1	-2,370000076E1	-1,541250038E1	-1,638750076E1
4,112174517E1	-2,375625038E1	-1,524375057E1	-1,638750076E1
4,114174042E1	-2,351250076E1	-1,494375038E1	-1,620000076E1
4,116173343E1	-2,394375038E1	-1,494375038E1	-1,608750153E1
4,118172374E1	-2,405625153E1	-1,464375019E1	-1,620000076E1
4,120172413E1	-2,400000000E1	-1,464375019E1	-1,644375038E1
4,122172038E1	-2,370000076E1	-1,451250076E1	-1,650000000E1
4,124172597E1	-2,351250076E1	-1,445625019E1	-1,638750076E1
4,126172778E1	-2,381250000E1	-1,440000057E1	-1,638750076E1
4,128172241E1	-2,424375153E1	-1,445625019E1	-1,638750076E1
4,130172725E1	-2,424375153E1	-1,440000057E1	-1,638750076E1
4,132172641E1	-2,370000076E1	-1,434375095E1	-1,661250114E1
4,134172197E1	-2,370000076E1	-1,470000076E1	-1,631250000E1
4,136172667E1	-2,375625038E1	-1,445625019E1	-1,614375114E1
4,138172611E1	-2,411250114E1	-1,451250076E1	-1,614375114E1
4,140172084E1	-2,435625076E1	-1,451250076E1	-1,601250076E1
4,142172408E1	-2,430000114E1	-1,440000057E1	-1,608750153E1
4,144172261E1	-2,405625153E1	-1,445625019E1	-1,614375114E1
4,146171795E1	-2,435625076E1	-1,451250076E1	-1,590000057E1
4,148172316E1	-2,484375191E1	-1,451250076E1	-1,560000038E1
4,150148750E1	-2,471250153E1	-1,440000057E1	-1,560000038E1
4,152154776E1	-2,490000153E1	-1,451250076E1	-1,548750019E1
4,154159818E1	-2,484375191E1	-1,464375019E1	-1,530000019E1
4,156163657E1	-2,484375191E1	-1,464375019E1	-1,554375076E1
4,158167341E1	-2,471250153E1	-1,475625038E1	-1,571250057E1
4,160169736E1	-2,471250153E1	-1,475625038E1	-1,571250057E1
4,162171176E1	-2,465625191E1	-1,475625038E1	-1,608750153E1
4,164172933E1	-2,435625076E1	-1,475625038E1	-1,620000076E1
4,166173535E1	-2,424375153E1	-1,470000076E1	-1,631250000E1
4,168173462E1	-2,424375153E1	-1,475625038E1	-1,661250114E1
4,170174088E1	-2,411250114E1	-1,481250095E1	-1,698750114E1
4,172173935E1	-2,400000000E1	-1,505625057E1	-1,674375153E1
4,174174371E1	-2,411250114E1	-1,494375038E1	-1,661250114E1
4,176174359E1	-2,424375153E1	-1,494375038E1	-1,661250114E1
4,178173735E1	-2,394375038E1	-1,481250095E1	-1,650000000E1
4,180173882E1	-2,394375038E1	-1,494375038E1	-1,644375038E1
4,182173650E1	-2,400000000E1	-1,505625057E1	-1,620000076E1
4,184173088E1	-2,400000000E1	-1,505625057E1	-1,620000076E1
4,186173351E1	-2,405625153E1	-1,481250095E1	-1,631250000E1
4,188172989E1	-2,424375153E1	-1,494375038E1	-1,644375038E1
4,190177915E1	-2,424375153E1	-1,511250019E1	-1,644375038E1
4,192149039E1	-2,424375153E1	-1,494375038E1	-1,614375114E1
4,194130746E1	-2,460000038E1	-1,505625057E1	-1,601250076E1
4,196118171E1	-2,465625191E1	-1,494375038E1	-1,584375095E1
4,198109220E1	-2,465625191E1	-1,481250095E1	-1,601250076E1
4,200104342E1	-2,471250153E1	-1,494375038E1	-1,601250076E1
4,202101327E1	-2,454375076E1	-1,524375057E1	-1,560000038E1
4,204102987E1	-2,465625191E1	-1,500000095E1	-1,548750019E1
4,206110431E1	-2,441250038E1	-1,505625057E1	-1,541250038E1
4,208123165E1	-2,454375076E1	-1,530000019E1	-1,541250038E1
4,210139583E1	-2,441250038E1	-1,541250038E1	-1,530000019E1
4,212154192E1	-2,460000038E1	-1,565625095E1	-1,548750019E1
4,214165287E1	-2,460000038E1	-1,571250057E1	-1,554375076E1
4,216149148E1	-2,435625076E1	-1,565625095E1	-1,524375057E1
4,218158740E1	-2,441250038E1	-1,571250057E1	-1,511250019E1
4,220166463E1	-2,405625153E1	-1,571250057E1	-1,511250019E1
4,222171676E1	-2,424375153E1	-1,565625095E1	-1,530000019E1
4,224175539E1	-2,400000000E1	-1,571250057E1	-1,524375057E1
4,226177642E1	-2,381250000E1	-1,560000038E1	-1,541250038E1
4,228178060E1	-2,370000076E1	-1,541250038E1	-1,530000019E1
4,230178574E1	-2,375625038E1	-1,541250038E1	-1,488750076E1
4,232178226E1	-2,394375038E1	-1,554375076E1	-1,481250095E1
4,234177005E1	-2,394375038E1	-1,530000019E1	-1,488750076E1
4,236176519E1	-2,394375038E1	-1,530000019E1	-1,511250019E1
4,238175565E1	-2,375625038E1	-1,530000019E1	-1,464375019E1
4,240175484E1	-2,381250000E1	-1,530000019E1	-1,470000076E1
4,242175066E1	-2,381250000E1	-1,530000019E1	-1,451250076E1
4,244174091E1	-2,375625038E1	-1,530000019E1	-1,458750057E1
4,246173004E1	-2,351250076E1	-1,524375057E1	-1,494375038E1
4,248172957E1	-2,340000153E1	-1,511250019E1	-1,470000076E1
4,250172463E1	-2,315625000E1	-1,505625057E1	-1,464375019E1
4,252172844E1	-2,340000153E1	-1,530000019E1	-1,440000057E1
4,254172722E1	-2,351250076E1	-1,524375057E1	-1,464375019E1
4,256172236E1	-2,345625114E1	-1,511250019E1	-1,470000076E1
4,258172605E1	-2,345625114E1	-1,511250019E1	-1,470000076E1
4,260172556E1	-2,370000076E1	-1,530000019E1	-1,440000057E1
4,262172156E1	-2,400000000E1	-1,524375057E1	-1,434375095E1
4,264172494E1	-2,411250114E1	-1,511250019E1	-1,440000057E1
4,266148986E1	-2,435625076E1	-1,511250019E1	-1,421250057E1
4,268154054E1	-2,430000114E1	-1,475625038E1	-1,421250057E1
4,270159290E1	-2,441250038E1	-1,500000095E1	-1,391250038E1
4,272163340E1	-2,465625191E1	-1,481250095E1	-1,368750095E1
4,274167286E1	-2,460000038E1	-1,475625038E1	-1,338750076E1
4,276169864E1	-2,441250038E1	-1,464375019E1	-1,320000076E1
4,278171433E1	-2,460000038E1	-1,494375038E1	-1,314375019E1
4,280173157E1	-2,465625191E1	-1,500000095E1	-1,301250076E1
4,282173861E1	-2,490000153E1	-1,500000095E1	-1,290000057E1
4,284173760E1	-2,501250076E1	-1,505625057E1	-1,284375095E1
4,286174477E1	-2,514375114E1	-1,505625057E1	-1,278750038E1
4,288174264E1	-2,490000153E1	-1,530000019E1	-1,290000057E1
4,290173574E1	-2,520000076E1	-1,541250038E1	-1,260000038E1
4,292173690E1	-2,555625153E1	-1,565625095E1	-1,260000038E1
4,294173414E1	-2,544375038E1	-1,554375076E1	-1,200000000E1
4,296172693E1	-2,550000191E1	-1,560000038E1	-1,164375019E1
4,298149403E1	-2,555625153E1	-1,590000057E1	-1,134375000E1
4,300154527E1	-2,580000114E1	-1,625625038E1	-1,080000019E1
4,302160004E1	-2,580000114E1	-1,620000076E1	-1,050000000E1
4,304164041E1	-2,604375076E1	-1,620000076E1	-9,900000572E0
4,306166929E1	-2,621250153E1	-1,631250000E1	-1,008750057E1
4,308169909E1	-2,610000038E1	-1,625625038E1	-9,843750000E0
4,310171640E1	-2,645625114E1	-1,631250000E1	-1,008750057E1
4,312172378E1	-2,645625114E1	-1,620000076E1	-1,020000076E1
4,314177000E1	-2,634375191E1	-1,601250076E1	-1,038750076E1
4,316189010E1	-2,610000038E1	-1,571250057E1	-1,061250019E1
4,318161622E1	-2,615625191E1	-1,584375095E1	-1,038750076E1
4,320139652E1	-2,634375191E1	-1,590000057E1	-1,038750076E1
4,322152937E1	-2,621250153E1	-1,560000038E1	-1,044375038E1
4,324135726E1	-2,621250153E1	-1,554375076E1	-1,044375038E1
4,326122372E1	-2,621250153E1	-1,541250038E1	-1,031250000E1
4,328115759E1	-2,615625191E1	-1,554375076E1	-1,014375019E1
4,330117930E1	-2,634375191E1	-1,535625076E1	-1,001250076E1
4,332125810E1	-2,645625114E1	-1,554375076E1	-9,900000572E0
4,334138906E1	-2,640000153E1	-1,541250038E1	-1,008750057E1
4,336152417E1	-2,640000153E1	-1,524375057E1	-1,001250076E1
4,338162096E1	-2,645625114E1	-1,535625076E1	-9,712500572E0
4,340168581E1	-2,670000076E1	-1,535625076E1	-9,412500381E0
4,342173777E1	-2,621250153E1	-1,524375057E1	-9,000000000E0
4,344176569E1	-2,645625114E1	-1,530000019E1	-8,887500763E0
4,346177526E1	-2,651250076E1	-1,535625076E1	-8,643750191E0
4,348178320E1	-2,670000076E1	-1,530000019E1	-8,343750000E0
4,350177954E1	-2,664375114E1	-1,530000019E1	-8,343750000E0
4,352177979E1	-2,670000076E1	-1,560000038E1	-8,343750000E0
4,354177330E1	-2,664375114E1	-1,584375095E1	-8,512500763E0
4,356176142E1	-2,651250076E1	-1,595625019E1	-8,587500572E0
4,358152351E1	-2,664375114E1	-1,625625038E1	-8,700000763E0
4,360156909E1	-2,634375191E1	-1,631250000E1	-8,887500763E0
4,362160716E1	-2,615625191E1	-1,655625153E1	-9,000000000E0
4,364164608E1	-2,604375076E1	-1,674375153E1	-8,812500000E0
4,366167446E1	-2,610000038E1	-1,710000038E1	-8,700000763E0
4,368169327E1	-2,610000038E1	-1,734375000E1	-8,812500000E0
4,370171207E1	-2,591250038E1	-1,734375000E1	-8,512500763E0
4,372172193E1	-2,561250114E1	-1,745625114E1	-8,343750000E0
4,374173590E1	-2,585625076E1	-1,770000076E1	-8,043750763E0
4,376150639E1	-2,610000038E1	-1,794375038E1	-7,800000191E0
4,378155867E1	-2,615625191E1	-1,800000000E1	-7,800000191E0
4,380161084E1	-2,580000114E1	-1,811250114E1	-7,687500477E0
4,382165069E1	-2,574375153E1	-1,811250114E1	-7,687500477E0
4,384167869E1	-2,555625153E1	-1,805625153E1	-7,312500477E0
4,386170564E1	-2,561250114E1	-1,805625153E1	-7,500000477E0
4,388148676E1	-2,591250038E1	-1,805625153E1	-7,500000477E0
4,390154669E1	-2,585625076E1	-1,805625153E1	-7,612500191E0
4,392160562E1	-2,574375153E1	-1,811250114E1	-7,387500286E0
4,394164946E1	-2,591250038E1	-1,811250114E1	-7,387500286E0
4,396167837E1	-2,621250153E1	-1,830000114E1	-7,800000191E0
4,398147204E1	-2,634375191E1	-1,830000114E1	-7,500000477E0
4,400154364E1	-2,640000153E1	-1,835625076E1	-7,687500477E0
4,402160871E1	-2,645625114E1	-1,835625076E1	-7,443750381E0
4,404165618E1	-2,651250076E1	-1,854375076E1	-7,443750381E0
4,406168896E1	-2,651250076E1	-1,860000038E1	-7,500000477E0
4,408171780E1	-2,645625114E1	-1,841250038E1	-7,687500477E0
4,410173339E1	-2,645625114E1	-1,854375076E1	-7,500000477E0
4,412173865E1	-2,645625114E1	-1,835625076E1	-7,500000477E0
4,414174888E1	-2,675625038E1	-1,824375153E1	-7,800000191E0
4,416174973E1	-2,694375038E1	-1,794375038E1	-7,800000191E0
4,418174339E1	-2,694375038E1	-1,781250000E1	-7,612500191E0
4,420174442E1	-2,670000076E1	-1,770000076E1	-7,443750381E0
4,422174137E1	-2,651250076E1	-1,745625114E1	-7,612500191E0
4,424174381E1	-2,651250076E1	-1,734375000E1	-7,612500191E0
4,426174053E1	-2,634375191E1	-1,734375000E1	-7,612500191E0
4,428173530E1	-2,621250153E1	-1,721250153E1	-7,387500286E0
4,430173709E1	-2,615625191E1	-1,715625000E1	-7,143750191E0
4,432173416E1	-2,580000114E1	-1,710000038E1	-6,843750477E0
4,434172826E1	-2,574375153E1	-1,715625000E1	-7,200000286E0
4,436172981E1	-2,580000114E1	-1,704375076E1	-7,387500286E0
4,438180584E1	-2,574375153E1	-1,704375076E1	-7,012500286E0
4,440188269E1	-2,591250038E1	-1,715625000E1	-7,312500477E0
4,442161177E1	-2,604375076E1	-1,704375076E1	-7,387500286E0
4,444139588E1	-2,604375076E1	-1,680000114E1	-7,743750095E0
4,446124228E1	-2,591250038E1	-1,680000114E1	-7,987500191E0
4,448114180E1	-2,621250153E1	-1,680000114E1	-8,287500381E0
4,450106093E1	-2,615625191E1	-1,661250114E1	-8,043750763E0
4,452104039E1	-2,610000038E1	-1,685625076E1	-8,343750000E0
4,454109904E1	-2,621250153E1	-1,691250038E1	-8,812500000E0
4,456120834E1	-2,615625191E1	-1,691250038E1	-8,587500572E0
4,458136165E1	-2,604375076E1	-1,710000038E1	-8,512500763E0
4,460150953E1	-2,615625191E1	-1,764375114E1	-8,343750000E0
4,462161617E1	-2,585625076E1	-1,775625038E1	-8,212500572E0
4,464169917E1	-2,555625153E1	-1,805625153E1	-8,400000572E0
4,466175001E1	-2,574375153E1	-1,830000114E1	-8,587500572E0
4,468177686E1	-2,550000191E1	-1,811250114E1	-8,643750191E0
4,470179524E1	-2,580000114E1	-1,805625153E1	-8,700000763E0
4,472179981E1	-2,574375153E1	-1,794375038E1	-9,000000000E0
4,474180215E1	-2,580000114E1	-1,794375038E1	-9,412500381E0
4,476179493E1	-2,574375153E1	-1,764375114E1	-9,543750763E0
4,478178061E1	-2,580000114E1	-1,740000153E1	-9,712500572E0
4,480177339E1	-2,580000114E1	-1,715625000E1	-9,543750763E0
4,482176303E1	-2,591250038E1	-1,715625000E1	-9,543750763E0
4,484174868E1	-2,640000153E1	-1,740000153E1	-9,787500381E0
4,486174517E1	-2,610000038E1	-1,740000153E1	-9,900000572E0
4,488173872E1	-2,591250038E1	-1,745625114E1	-9,543750763E0
4,490172887E1	-2,604375076E1	-1,764375114E1	-9,487500191E0
4,492172922E1	-2,574375153E1	-1,770000076E1	-9,412500381E0
4,494172487E1	-2,591250038E1	-1,805625153E1	-9,543750763E0
4,496171758E1	-2,610000038E1	-1,835625076E1	-9,487500191E0
4,498171912E1	-2,574375153E1	-1,835625076E1	-9,600000381E0
4,500171782E1	-2,550000191E1	-1,835625076E1	-9,487500191E0
4,502172440E1	-2,531250191E1	-1,854375076E1	-9,187500000E0
4,504172509E1	-2,544375038E1	-1,871250153E1	-9,600000381E0
4,506172171E1	-2,495625114E1	-1,841250038E1	-9,843750000E0
4,508172655E1	-2,495625114E1	-1,854375076E1	-1,001250076E1
4,510172575E1	-2,441250038E1	-1,830000114E1	-1,008750057E1
4,512172336E1	-2,435625076E1	-1,841250038E1	-1,038750076E1
4,514172697E1	-2,441250038E1	-1,860000038E1	-1,080000019E1
4,516172657E1	-2,441250038E1	-1,865625000E1	-1,091250038E1
4,518148719E1	-2,460000038E1	-1,865625000E1	-1,110000038E1
4,520154478E1	-2,460000038E1	-1,854375076E1	-1,128750038E1
4,522159236E1	-2,490000153E1	-1,871250153E1	-1,128750038E1
4,524162831E1	-2,514375114E1	-1,884375000E1	-1,110000038E1
4,526166532E1	-2,550000191E1	-1,890000153E1	-1,110000038E1
4,528169039E1	-2,531250191E1	-1,884375000E1	-1,091250038E1
4,530171424E1	-2,550000191E1	-1,871250153E1	-1,061250019E1
4,532172782E1	-2,550000191E1	-1,860000038E1	-1,050000000E1
4,534173230E1	-2,561250114E1	-1,854375076E1	-1,038750076E1
4,536174124E1	-2,580000114E1	-1,865625000E1	-1,001250076E1
4,538174178E1	-2,604375076E1	-1,854375076E1	-9,843750000E0
4,540173738E1	-2,610000038E1	-1,841250038E1	-1,014375019E1
4,542174047E1	-2,604375076E1	-1,830000114E1	-1,031250000E1
4,544173730E1	-2,621250153E1	-1,805625153E1	-1,050000000E1
4,546172928E1	-2,610000038E1	-1,775625038E1	-1,050000000E1
4,548173185E1	-2,615625191E1	-1,775625038E1	-1,038750076E1
4,550172788E1	-2,604375076E1	-1,770000076E1	-1,050000000E1
4,552173283E1	-2,591250038E1	-1,751250076E1	-1,080000019E1
4,554173355E1	-2,585625076E1	-1,751250076E1	-1,080000019E1
4,556172892E1	-2,585625076E1	-1,745625114E1	-1,074375057E1
4,558173146E1	-2,591250038E1	-1,745625114E1	-1,091250038E1
4,560172914E1	-2,580000114E1	-1,740000153E1	-1,121250057E1
4,562177979E1	-2,585625076E1	-1,770000076E1	-1,134375000E1
4,564154117E1	-2,585625076E1	-1,745625114E1	-1,151250076E1
4,566133590E1	-2,580000114E1	-1,734375000E1	-1,164375019E1
4,568119155E1	-2,580000114E1	-1,715625000E1	-1,170000076E1
4,570108708E1	-2,585625076E1	-1,710000038E1	-1,170000076E1
4,572104930E1	-2,574375153E1	-1,691250038E1	-1,188750076E1
4,574101709E1	-2,550000191E1	-1,685625076E1	-1,188750076E1
4,576102225E1	-2,550000191E1	-1,680000114E1	-1,164375019E1
4,578109811E1	-2,531250191E1	-1,644375038E1	-1,170000076E1
4,580122633E1	-2,514375114E1	-1,644375038E1	-1,211250019E1
4,582138161E1	-2,514375114E1	-1,644375038E1	-1,218750095E1
4,584152951E1	-2,501250076E1	-1,655625153E1	-1,218750095E1
4,586164713E1	-2,514375114E1	-1,644375038E1	-1,260000038E1
4,588172394E1	-2,495625114E1	-1,631250000E1	-1,260000038E1
4,590177850E1	-2,525625038E1	-1,614375114E1	-1,254375076E1
4,592180598E1	-2,550000191E1	-1,614375114E1	-1,260000038E1
4,594181362E1	-2,561250114E1	-1,625625038E1	-1,278750038E1
4,596180699E1	-2,604375076E1	-1,614375114E1	-1,284375095E1
4,598156827E1	-2,591250038E1	-1,590000057E1	-1,284375095E1
4,600161038E1	-2,580000114E1	-1,541250038E1	-1,301250076E1
4,602165332E1	-2,550000191E1	-1,535625076E1	-1,260000038E1
4,604168206E1	-2,561250114E1	-1,530000019E1	-1,271250057E1
4,606169954E1	-2,561250114E1	-1,535625076E1	-1,278750038E1
4,608171986E1	-2,555625153E1	-1,524375057E1	-1,301250076E1
4,610172985E1	-2,531250191E1	-1,511250019E1	-1,290000057E1
4,612173336E1	-2,501250076E1	-1,524375057E1	-1,278750038E1
4,614173949E1	-2,495625114E1	-1,535625076E1	-1,271250057E1
4,616174045E1	-2,531250191E1	-1,560000038E1	-1,271250057E1
4,618173466E1	-2,520000076E1	-1,541250038E1	-1,301250076E1
4,620173684E1	-2,531250191E1	-1,560000038E1	-1,308750057E1
4,622173582E1	-2,501250076E1	-1,560000038E1	-1,314375019E1
4,624172794E1	-2,490000153E1	-1,565625095E1	-1,331250095E1
4,626172977E1	-2,501250076E1	-1,560000038E1	-1,350000095E1
4,628172642E1	-2,495625114E1	-1,571250057E1	-1,361250019E1
4,630173007E1	-2,471250153E1	-1,565625095E1	-1,374375057E1
4,632173017E1	-2,471250153E1	-1,565625095E1	-1,361250019E1
4,634172569E1	-2,490000153E1	-1,595625019E1	-1,361250019E1
4,636172912E1	-2,460000038E1	-1,571250057E1	-1,338750076E1
4,638172722E1	-2,465625191E1	-1,571250057E1	-1,314375019E1
4,640172165E1	-2,490000153E1	-1,584375095E1	-1,301250076E1
4,642149079E1	-2,484375191E1	-1,565625095E1	-1,278750038E1
4,644154403E1	-2,490000153E1	-1,541250038E1	-1,271250057E1
4,646158883E1	-2,531250191E1	-1,535625076E1	-1,271250057E1
4,648163262E1	-2,501250076E1	-1,530000019E1	-1,271250057E1
4,650143017E1	-2,495625114E1	-1,500000095E1	-1,271250057E1
4,652151797E1	-2,520000076E1	-1,494375038E1	-1,278750038E1
4,654158502E1	-2,531250191E1	-1,481250095E1	-1,290000057E1
4,656163504E1	-2,525625038E1	-1,451250076E1	-1,290000057E1
4,658168163E1	-2,555625153E1	-1,445625019E1	-1,278750038E1
4,660171006E1	-2,580000114E1	-1,440000057E1	-1,254375076E1
4,662172572E1	-2,585625076E1	-1,445625019E1	-1,241250038E1
4,664174139E1	-2,610000038E1	-1,434375095E1	-1,230000019E1
4,666174700E1	-2,621250153E1	-1,451250076E1	-1,224375057E1
4,668174513E1	-2,634375191E1	-1,451250076E1	-1,200000000E1
4,670174773E1	-2,651250076E1	-1,451250076E1	-1,188750076E1
4,672174540E1	-2,675625038E1	-1,434375095E1	-1,170000076E1
4,674174957E1	-2,694375038E1	-1,421250057E1	-1,170000076E1
4,676174780E1	-2,675625038E1	-1,410000038E1	-1,170000076E1
4,678174115E1	-2,670000076E1	-1,391250038E1	-1,151250076E1
4,680174266E1	-2,675625038E1	-1,385625076E1	-1,140000057E1
4,682173870E1	-2,681250191E1	-1,361250019E1	-1,134375000E1
4,684173093E1	-2,700000191E1	-1,361250019E1	-1,151250076E1
4,686177839E1	-2,664375114E1	-1,355625057E1	-1,158750057E1
4,688186517E1	-2,670000076E1	-1,385625076E1	-1,151250076E1
4,690160309E1	-2,664375114E1	-1,410000038E1	-1,134375000E1
4,692139431E1	-2,675625038E1	-1,410000038E1	-1,121250057E1
4,694122357E1	-2,681250191E1	-1,415625095E1	-1,134375000E1
4,696113226E1	-2,675625038E1	-1,434375095E1	-1,151250076E1
4,698105866E1	-2,670000076E1	-1,440000057E1	-1,128750038E1
4,700103237E1	-2,645625114E1	-1,440000057E1	-1,128750038E1
4,702099982E1	-2,670000076E1	-1,445625019E1	-1,121250057E1
4,704113581E1	-2,645625114E1	-1,464375019E1	-1,110000038E1
4,706131332E1	-2,640000153E1	-1,470000076E1	-1,128750038E1
4,708148223E1	-2,621250153E1	-1,481250095E1	-1,170000076E1
4,710160454E1	-2,634375191E1	-1,524375057E1	-1,188750076E1
4,712168696E1	-2,640000153E1	-1,535625076E1	-1,170000076E1
4,714174865E1	-2,645625114E1	-1,530000019E1	-1,164375019E1
